hcp,tier,region,specialty
60694,1,region_22,Internal medicine / pneumology
60700,1,region_124,Internal medicine / pneumology
60701,1,region_160,Internal medicine / pneumology
60703,2,region_75,General practicioner
60718,2,region_122,General practicioner
60722,1,region_79,Internal medicine / pneumology
60725,2,region_103,Internal medicine and general practicioner
60745,2,region_147,General practicioner
60753,1,region_194,Internal medicine / pneumology
60815,3,region_118,Internal medicine
60825,1,region_102,Internal medicine / pneumology
60827,2,region_162,General practicioner
60842,2,region_88,Internal medicine
60851,3,region_118,General practicioner
60862,2,region_5,General practicioner
60863,2,region_74,General practicioner
60876,2,region_169,General practicioner
60885,2,region_8,General practicioner
60891,2,region_100,Internal medicine
60898,2,region_74,General practicioner
60903,2,region_133,General practicioner
60924,2,region_3,General practicioner
60944,1,region_38,Internal medicine / pneumology
60949,2,region_58,General practicioner
60952,2,region_140,General practicioner
60973,2,region_148,General practicioner
60992,2,region_111,General practicioner
60993,1,region_50,Internal medicine / pneumology
61032,2,region_177,General practicioner
61040,2,region_156,Internal medicine
61047,2,region_90,General practicioner
61061,1,region_68,Internal medicine / pneumology
61108,1,region_192,Internal medicine / pneumology
61115,1,region_69,Internal medicine / pneumology
61140,2,region_158,General practicioner
61143,2,region_155,Internal medicine
61154,2,region_142,Internal medicine
61155,3,region_137,General practicioner
61183,1,region_175,Internal medicine / pneumology
61212,2,region_154,General practicioner
61214,2,region_138,Internal medicine
61215,2,region_138,Internal medicine
61224,2,region_12,General practicioner
61228,3,region_127,General practicioner
61268,2,region_196,General practicioner
61278,1,region_61,Internal medicine / pneumology
61292,2,region_133,General practicioner
61293,2,region_133,Internal medicine
61313,2,region_132,General practicioner
61335,1,region_104,Internal medicine / pneumology
61369,2,region_115,General practicioner
61424,3,region_150,General practicioner
61438,2,region_25,Internal medicine
61440,2,region_49,General practicioner
61450,1,region_27,Internal medicine / pneumology
61467,2,region_88,Internal medicine
61489,1,region_90,Internal medicine / pneumology
61490,1,region_90,Internal medicine / pneumology
61493,2,region_59,Internal medicine
61494,1,region_144,Internal medicine
61514,1,region_62,Internal medicine / pneumology
61550,1,region_76,Internal medicine / pneumology
61555,1,region_155,Internal medicine / pneumology
61560,2,region_70,Internal medicine / pneumology
61595,1,region_173,Internal medicine / pneumology
61605,1,region_21,Internal medicine / pneumology
61627,1,region_71,Internal medicine / pneumology
61668,3,region_118,General practicioner
61673,2,region_188,General practicioner
61674,1,region_191,Internal medicine / pneumology
61690,2,region_181,Internal medicine
61694,2,region_25,General practicioner
61720,2,region_78,General practicioner
61730,2,region_158,General practicioner
61759,3,region_46,General practicioner
61806,2,region_3,General practicioner
61815,2,region_181,General practicioner
61827,2,region_41,Internal medicine
61834,3,region_150,General practicioner
61835,2,region_11,General practicioner
61849,1,region_116,Internal medicine / pneumology
61857,2,region_162,General practicioner
61863,1,region_19,Internal medicine / pneumology
61873,2,region_198,General practicioner
61876,1,region_114,Internal medicine / pneumology
61885,2,region_135,Internal medicine
61886,2,region_111,General practicioner
61906,2,region_79,Internal medicine
61969,2,region_200,Internal medicine
61971,2,region_142,Internal medicine
61996,2,region_161,Internal medicine
62007,1,region_134,Internal medicine / pneumology
62032,2,region_114,General practicioner
62041,1,region_179,Internal medicine / pneumology
62047,1,region_199,Internal medicine / pneumology
62049,2,region_74,General practicioner
62054,3,region_72,Internal medicine
62069,2,region_190,General practicioner
62085,1,region_31,Internal medicine / pneumology
62102,2,region_147,General practicioner
62104,3,region_36,General practicioner
62109,3,region_36,General practicioner
62116,1,region_90,Internal medicine / pneumology
62119,2,region_174,General practicioner
62126,2,region_155,General practicioner
62143,2,region_64,Internal medicine
62144,2,region_198,General practicioner
62147,2,region_200,General practicioner
62149,1,region_134,Internal medicine / pneumology
62152,2,region_86,Internal medicine
62171,2,region_74,General practicioner
62179,2,region_115,General practicioner
62197,2,region_105,General practicioner
62206,1,region_177,Internal medicine / pneumology
62216,2,region_46,General practicioner
62220,2,region_108,Internal medicine
62247,2,region_150,General practicioner
62251,3,region_195,Internal medicine
62255,2,region_155,General practicioner
62263,2,region_1,General practicioner
62274,1,region_78,Internal medicine / pneumology
62277,2,region_174,General practicioner
62279,2,region_47,Internal medicine
62284,2,region_108,General practicioner
62288,3,region_156,Internal medicine
62298,2,region_1,General practicioner
62325,3,region_150,Internal medicine
62333,1,region_133,Internal medicine / pneumology
62336,1,region_20,Internal medicine / pneumology
62339,2,region_198,Internal medicine and general practicioner
62344,1,region_90,Internal medicine / pneumology
62345,3,region_150,Internal medicine
62351,2,region_150,Internal medicine
62373,2,region_3,General practicioner
62382,2,region_26,General practicioner
62386,3,region_112,Internal medicine
62397,1,region_126,Internal medicine / pneumology
62429,2,region_127,General practicioner
62443,1,region_41,Internal medicine / pneumology
62492,2,region_108,General practicioner
62549,1,region_179,Internal medicine / pneumology
62583,2,region_115,General practicioner
62591,2,region_138,General practicioner
62603,1,region_10,Internal medicine / pneumology
62634,2,region_98,General practicioner
62651,2,region_74,General practicioner
62670,2,region_0,Internal medicine
62680,2,region_49,General practicioner
62701,2,region_138,General practicioner
62711,1,region_103,Internal medicine / pneumology
62720,2,region_29,General practicioner
62739,2,region_115,General practicioner
62743,3,region_150,General practicioner
62755,2,region_1,General practicioner
62774,1,region_98,Internal medicine / pneumology
62780,2,region_38,General practicioner
62807,3,region_118,General practicioner
62811,1,region_64,Internal medicine / pneumology
62819,1,region_114,Internal medicine / pneumology
62841,2,region_52,General practicioner
62860,2,region_12,General practicioner
62871,2,region_146,Internal medicine and general practicioner
62889,2,region_135,General practicioner
62900,2,region_78,General practicioner
62926,3,region_178,General practicioner
62928,1,region_19,Internal medicine / pneumology
62929,2,region_1,General practicioner
62936,2,region_86,General practicioner
62959,2,region_2,General practicioner
62961,1,region_137,Internal medicine / pneumology
62965,3,region_123,General practicioner
62968,2,region_38,General practicioner
62970,2,region_182,General practicioner
62971,2,region_182,General practicioner
62977,2,region_138,General practicioner
62978,2,region_74,General practicioner
62984,1,region_69,Internal medicine / pneumology
63030,2,region_13,Internal medicine
63041,1,region_190,Internal medicine / pneumology
63054,2,region_74,General practicioner
63060,2,region_158,General practicioner
63095,2,region_155,General practicioner
63098,2,region_82,Internal medicine
63131,2,region_124,General practicioner
63161,2,region_142,Internal medicine
63163,2,region_142,Internal medicine
63164,2,region_198,General practicioner
63166,1,region_62,Internal medicine / pneumology
63168,2,region_82,Internal medicine
63172,1,region_20,Internal medicine / pneumology
63188,1,region_162,Internal medicine / pneumology
63218,2,region_87,General practicioner
63239,2,region_101,General practicioner
63257,2,region_35,General practicioner
63295,2,region_200,Internal medicine / pneumology
63321,1,region_171,Internal medicine
63352,1,region_35,Internal medicine / pneumology
63390,3,region_106,General practicioner
63408,1,region_63,Internal medicine / pneumology
63427,1,region_137,Internal medicine / pneumology
63434,2,region_26,General practicioner
63464,2,region_183,Internal medicine
63483,2,region_117,General practicioner
63498,2,region_138,General practicioner
63501,1,region_14,Internal medicine
63515,2,region_113,General practicioner
63533,2,region_130,General practicioner
63542,2,region_183,General practicioner
63559,2,region_69,Internal medicine
63568,2,region_198,Internal medicine
63573,2,region_174,General practicioner
63600,3,region_46,Internal medicine
63604,1,region_90,Internal medicine / pneumology
63618,1,region_26,Internal medicine / pneumology
63624,1,region_88,Internal medicine / pneumology
63630,2,region_102,Internal medicine
63641,2,region_138,General practicioner
63644,1,region_44,Internal medicine / pneumology
63652,2,region_99,General practicioner
63661,2,region_38,Internal medicine
63671,2,region_182,General practicioner
63681,1,region_153,Internal medicine / pneumology
63687,1,region_74,Internal medicine / pneumology
63694,2,region_140,General practicioner
63700,1,region_162,Internal medicine / pneumology
63702,2,region_135,General practicioner
63733,2,region_13,General practicioner
63738,2,region_49,General practicioner
63771,2,region_22,General practicioner
63790,1,region_40,Internal medicine / pneumology
63835,2,region_38,General practicioner
63884,2,region_160,General practicioner
63957,3,region_127,General practicioner
63969,2,region_13,General practicioner
63993,1,region_5,Internal medicine / pneumology
63996,2,region_157,Internal medicine
64013,2,region_12,General practicioner
64027,2,region_19,General practicioner
64029,1,region_61,Internal medicine / pneumology
64042,2,region_142,Internal medicine
64045,2,region_113,General practicioner
64047,1,region_91,Internal medicine / pneumology
64055,1,region_122,Internal medicine / pneumology
64059,1,region_84,Internal medicine / pneumology
64060,1,region_47,Internal medicine / pneumology
64076,2,region_177,General practicioner
64101,2,region_52,General practicioner
64103,1,region_47,Internal medicine / pneumology
64109,2,region_0,Internal medicine
64113,1,region_49,Internal medicine / pneumology
64117,1,region_106,Internal medicine / pneumology
64152,2,region_4,Internal medicine / pneumology
64161,2,region_86,General practicioner
64170,1,region_145,Internal medicine / pneumology
64186,1,region_8,Internal medicine / pneumology
64221,2,region_146,General practicioner
64268,1,region_19,Internal medicine / pneumology
64285,2,region_198,General practicioner
64286,1,region_103,Internal medicine / pneumology
64304,2,region_71,General practicioner
64319,3,region_150,General practicioner
64331,1,region_146,Internal medicine / pneumology
64341,2,region_49,General practicioner
64362,2,region_13,General practicioner
64378,2,region_74,General practicioner
64385,3,region_137,General practicioner
64398,3,region_137,Internal medicine
64429,2,region_200,General practicioner
64447,1,region_144,Internal medicine / pneumology
64476,1,region_21,General practicioner
64500,1,region_126,Internal medicine / pneumology
64526,1,region_21,Internal medicine / pneumology
64545,2,region_44,General practicioner
64552,2,region_164,General practicioner
64560,2,region_82,Internal medicine
64604,2,region_122,General practicioner
64620,3,region_112,General practicioner
64624,2,region_183,General practicioner
64628,2,region_12,General practicioner
64631,2,region_44,General practicioner
64679,1,region_52,Internal medicine / pneumology
64680,2,region_200,General practicioner
64695,2,region_80,General practicioner
64729,2,region_68,General practicioner
64732,2,region_140,General practicioner
64740,2,region_91,General practicioner
64747,2,region_74,General practicioner
64753,2,region_4,General practicioner
64760,2,region_88,General practicioner
64764,2,region_71,General practicioner
64765,2,region_13,General practicioner
64774,2,region_74,General practicioner
64778,2,region_29,General practicioner
64809,2,region_169,General practicioner
64811,2,region_79,Internal medicine
64842,2,region_49,Internal medicine
64843,1,region_18,Internal medicine / pneumology
64860,1,region_106,Internal medicine / pneumology
64861,1,region_50,Internal medicine / pneumology
64888,1,region_177,Internal medicine / pneumology
64904,3,region_72,General practicioner
64914,1,region_181,Internal medicine / pneumology
64922,3,region_166,Internal medicine
64944,2,region_139,General practicioner
64957,2,region_0,General practicioner
65022,1,region_63,Internal medicine / pneumology
65042,2,region_200,General practicioner
65062,2,region_187,General practicioner
65073,2,region_44,General practicioner
65105,1,region_78,Internal medicine / pneumology
65110,2,region_62,General practicioner
65136,2,region_192,General practicioner
65139,2,region_68,General practicioner
65150,2,region_200,General practicioner
65157,2,region_85,General practicioner
65230,2,region_68,General practicioner
65232,2,region_22,General practicioner
65252,3,region_156,General practicioner
65290,3,region_112,General practicioner
65292,3,region_150,General practicioner
65302,2,region_143,General practicioner
65328,2,region_46,General practicioner
65335,1,region_179,Internal medicine / pneumology
65344,2,region_150,General practicioner
65360,2,region_3,General practicioner
65388,2,region_71,General practicioner
65399,2,region_183,Internal medicine
65407,2,region_69,General practicioner
65412,3,region_150,General practicioner
65420,2,region_26,General practicioner
65432,2,region_89,Internal medicine
65434,2,region_111,General practicioner
65438,2,region_70,Internal medicine
65461,2,region_65,Internal medicine
65468,2,region_160,General practicioner
65480,2,region_10,General practicioner
65503,2,region_80,General practicioner
65504,2,region_138,Internal medicine
65531,2,region_158,General practicioner
65540,1,region_78,Internal medicine
65562,2,region_88,General practicioner
65609,2,region_98,General practicioner
65614,2,region_112,Internal medicine
65617,2,region_69,General practicioner
65621,3,region_31,General practicioner
65637,2,region_101,General practicioner
65639,2,region_193,General practicioner
65657,1,region_114,Internal medicine / pneumology
65665,2,region_12,General practicioner
65681,2,region_18,General practicioner
65698,3,region_36,General practicioner
65710,1,region_19,Internal medicine / pneumology
65714,2,region_71,General practicioner
65725,1,region_116,Internal medicine / pneumology
65733,1,region_159,Internal medicine / pneumology
65738,2,region_158,General practicioner
65772,1,region_98,Internal medicine / pneumology
65792,3,region_106,General practicioner
65905,2,region_63,Internal medicine
65916,2,region_14,Internal medicine
65931,1,region_114,Internal medicine / pneumology
65935,1,region_48,Internal medicine / pneumology
65969,1,region_78,Internal medicine / pneumology
65997,2,region_88,General practicioner
66003,2,region_25,General practicioner
66044,1,region_140,Internal medicine / pneumology
66045,1,region_140,Internal medicine / pneumology
66064,2,region_111,General practicioner
66133,2,region_90,General practicioner
66161,1,region_102,Internal medicine / pneumology
66164,1,region_99,Internal medicine / pneumology
66183,2,region_87,General practicioner
66197,1,region_130,Internal medicine / pneumology
66198,2,region_66,General practicioner
66203,2,region_108,General practicioner
66261,2,region_89,Internal medicine
66262,1,region_34,Internal medicine / pneumology
66284,2,region_105,General practicioner
66294,2,region_115,Internal medicine
66300,3,region_195,General practicioner
66303,3,region_72,General practicioner
66309,2,region_4,General practicioner
66342,2,region_157,General practicioner
66347,2,region_174,General practicioner
66364,1,region_155,Internal medicine / pneumology
66392,2,region_164,Internal medicine
66402,2,region_98,General practicioner
66474,2,region_98,General practicioner
66482,2,region_198,General practicioner
66503,2,region_132,General practicioner
66522,2,region_160,Internal medicine
66531,2,region_23,Internal medicine
66538,2,region_44,General practicioner
66546,2,region_74,General practicioner
66568,2,region_37,Internal medicine
66571,2,region_135,Internal medicine
66594,2,region_115,Internal medicine
66602,3,region_137,General practicioner
66613,1,region_145,Internal medicine / pneumology
66620,2,region_17,Internal medicine
66632,2,region_48,General practicioner
66646,1,region_10,Internal medicine / pneumology
66656,2,region_181,General practicioner
66661,2,region_52,General practicioner
66677,2,region_23,General practicioner
66698,2,region_28,Internal medicine
66716,2,region_162,General practicioner
66718,1,region_66,Internal medicine / pneumology
66724,2,region_1,General practicioner
66749,2,region_86,General practicioner
66769,2,region_3,General practicioner
66778,2,region_113,General practicioner
66798,2,region_193,Internal medicine
66802,2,region_155,Internal medicine
66833,1,region_106,Internal medicine / pneumology
66847,2,region_161,Internal medicine
66858,2,region_74,General practicioner
66871,2,region_29,General practicioner
66907,2,region_75,General practicioner
66923,2,region_16,Internal medicine
66927,2,region_200,General practicioner
66940,2,region_52,General practicioner
66968,2,region_74,General practicioner
66982,2,region_127,General practicioner
67004,1,region_59,Internal medicine / pneumology
67007,2,region_183,General practicioner
67015,2,region_181,Internal medicine
67016,2,region_200,General practicioner
67032,3,region_180,General practicioner
67038,3,region_137,Internal medicine
67077,2,region_174,General practicioner
67106,1,region_157,Internal medicine / pneumology
67127,3,region_127,Internal medicine
67134,2,region_200,General practicioner
67146,1,region_106,Internal medicine / pneumology
67162,2,region_199,Internal medicine
67191,1,region_21,Internal medicine / pneumology
67192,3,region_112,General practicioner
67218,2,region_162,General practicioner
67219,2,region_0,Internal medicine
67239,3,region_137,General practicioner
67273,1,region_63,Internal medicine / pneumology
67278,3,region_150,Internal medicine
67291,2,region_138,General practicioner
67293,2,region_157,General practicioner
67347,2,region_13,General practicioner
67365,3,region_31,General practicioner
67380,2,region_38,Internal medicine
67385,3,region_106,Internal medicine
67393,1,region_164,Internal medicine / pneumology
67413,2,region_115,Internal medicine
67445,1,region_62,Internal medicine / pneumology
67476,1,region_106,Internal medicine / pneumology
67492,3,region_93,General practicioner
67509,3,region_150,General practicioner
67519,1,region_77,Internal medicine / pneumology
67531,1,region_61,Internal medicine / pneumology
67532,2,region_41,Internal medicine
67576,2,region_185,General practicioner
67633,3,region_93,General practicioner
67661,2,region_12,General practicioner
67664,2,region_65,General practicioner
67681,3,region_31,General practicioner
67685,3,region_36,General practicioner
67689,3,region_36,Internal medicine
67715,3,region_150,General practicioner
67718,2,region_88,General practicioner
67735,1,region_114,Internal medicine / pneumology
67737,3,region_137,General practicioner
67743,3,region_93,General practicioner
67753,2,region_11,General practicioner
67769,2,region_147,Internal medicine
67781,1,region_43,Internal medicine / pneumology
67782,2,region_80,General practicioner
67790,2,region_80,Internal medicine
67810,2,region_164,Internal medicine
67814,2,region_192,General practicioner
67816,3,region_150,General practicioner
67818,2,region_162,General practicioner
67830,2,region_75,General practicioner
67859,2,region_178,General practicioner
67871,2,region_200,General practicioner
67885,2,region_36,General practicioner
67908,2,region_98,General practicioner
67910,1,region_8,Internal medicine / pneumology
67911,2,region_91,General practicioner
67916,2,region_52,General practicioner
67921,1,region_181,Internal medicine / pneumology
67951,3,region_66,General practicioner
67980,2,region_183,General practicioner
67988,2,region_155,General practicioner
67994,1,region_27,Internal medicine / pneumology
67997,3,region_137,General practicioner
68010,2,region_38,General practicioner
68041,3,region_180,General practicioner
68045,2,region_34,Internal medicine
68074,2,region_52,General practicioner
68078,2,region_138,General practicioner
68088,2,region_162,General practicioner
68089,3,region_150,General practicioner
68092,2,region_35,General practicioner
68111,2,region_198,General practicioner
68166,2,region_157,General practicioner
68167,2,region_157,General practicioner
68173,3,region_134,General practicioner
68174,2,region_183,General practicioner
68175,1,region_145,Internal medicine / pneumology
68185,1,region_192,Internal medicine / pneumology
68208,2,region_161,General practicioner
68209,1,region_85,Internal medicine / pneumology
68219,2,region_93,General practicioner
68226,2,region_164,General practicioner
68251,1,region_35,Internal medicine / pneumology
68265,1,region_185,Internal medicine / pneumology
68270,2,region_182,Internal medicine
68289,1,region_186,Internal medicine / pneumology
68321,2,region_86,General practicioner
68397,2,region_173,Internal medicine
68399,2,region_69,General practicioner
68410,2,region_3,General practicioner
68420,1,region_16,Internal medicine / pneumology
68465,2,region_74,Internal medicine
68501,1,region_48,Internal medicine / pneumology
68503,2,region_198,General practicioner
68532,1,region_183,Internal medicine / pneumology
68571,1,region_106,Internal medicine / pneumology
68615,2,region_46,General practicioner
68619,2,region_133,Internal medicine
68643,2,region_15,General practicioner
68656,2,region_166,General practicioner
68691,2,region_3,General practicioner
68695,1,region_70,Internal medicine
68718,3,region_127,General practicioner
68734,2,region_183,General practicioner
68751,1,region_147,Internal medicine / pneumology
68752,3,region_150,General practicioner
68756,2,region_3,General practicioner
68760,2,region_79,Internal medicine
68801,2,region_13,General practicioner
68806,2,region_200,Internal medicine
68822,2,region_82,General practicioner
68823,2,region_86,General practicioner
68858,2,region_182,General practicioner
68868,2,region_164,Internal medicine
68880,3,region_166,General practicioner
68881,1,region_47,Internal medicine / pneumology
68908,2,region_86,General practicioner
68921,2,region_140,General practicioner
68922,2,region_140,General practicioner
68941,2,region_11,General practicioner
68948,2,region_200,General practicioner
68954,2,region_74,General practicioner
68970,2,region_1,General practicioner
68971,1,region_68,Internal medicine / pneumology
69024,1,region_100,Internal medicine / pneumology
69056,3,region_137,Internal medicine
69108,1,region_128,Internal medicine / pneumology
69135,2,region_70,Internal medicine
69140,2,region_140,Internal medicine
69166,2,region_179,Internal medicine
69167,2,region_7,Internal medicine / pneumology
69214,1,region_95,Internal medicine
69215,1,region_25,Internal medicine / pneumology
69223,2,region_97,Internal medicine
69235,2,region_111,Internal medicine / pneumology
69237,1,region_177,Internal medicine / pneumology
69279,2,region_194,Internal medicine / pneumology
69287,1,region_119,Internal medicine / pneumology
69288,1,region_89,Internal medicine
69292,2,region_70,Internal medicine
69294,1,region_189,Internal medicine / pneumology
69332,3,region_118,General practicioner
69337,2,region_181,General practicioner
69338,2,region_44,Internal medicine
69439,2,region_110,Internal medicine
69454,2,region_152,General practicioner
69458,1,region_7,Internal medicine
69466,1,region_34,Internal medicine / pneumology
69475,2,region_181,Internal medicine
69484,1,region_186,Internal medicine / pneumology
69498,1,region_23,Internal medicine / pneumology
69535,2,region_156,Internal medicine
69562,2,region_14,Internal medicine
69575,1,region_187,Internal medicine / pneumology
69584,2,region_164,Internal medicine
69599,2,region_127,General practicioner
69615,1,region_50,Internal medicine
69629,2,region_154,General practicioner
69634,2,region_86,General practicioner
69636,2,region_80,Internal medicine
69662,2,region_81,Internal medicine
69683,2,region_1,General practicioner
69702,2,region_160,Internal medicine
69708,3,region_118,Internal medicine
69713,2,region_181,General practicioner
69716,2,region_74,General practicioner
69726,2,region_155,General practicioner
69741,1,region_24,Internal medicine / pneumology
69747,1,region_61,Internal medicine / pneumology
69775,1,region_18,Internal medicine / pneumology
69791,2,region_71,General practicioner
69819,2,region_133,General practicioner
69833,2,region_52,General practicioner
69837,2,region_74,General practicioner
69843,2,region_183,General practicioner
69846,2,region_95,General practicioner
69854,2,region_169,Internal medicine and general practicioner
69877,1,region_8,Internal medicine / pneumology
69919,1,region_48,Internal medicine / pneumology
69925,1,region_12,Internal medicine / pneumology
69959,1,region_162,Internal medicine / pneumology
69961,1,region_173,Internal medicine / pneumology
69963,2,region_146,Internal medicine / pneumology
69996,1,region_193,Internal medicine / pneumology
70016,1,region_47,Internal medicine / pneumology
70038,1,region_188,Internal medicine / pneumology
70039,1,region_188,Internal medicine / pneumology
70045,1,region_105,Internal medicine / pneumology
70082,1,region_109,Internal medicine / pneumology
70110,1,region_55,Internal medicine / pneumology
70117,1,region_121,Internal medicine / pneumology
70121,1,region_160,Internal medicine / pneumology
70133,1,region_102,Internal medicine / pneumology
70211,1,region_63,Internal medicine
70231,1,region_39,General practicioner
70292,2,region_23,General practicioner
70294,1,region_129,Internal medicine / pneumology
70296,2,region_57,Internal medicine
70299,1,region_82,Internal medicine / pneumology
70326,1,region_50,Internal medicine / pneumology
70338,2,region_11,General practicioner
70372,2,region_13,General practicioner
70406,1,region_7,Internal medicine / pneumology
70417,2,region_192,General practicioner
70418,1,region_131,Internal medicine
70420,1,region_109,Internal medicine / pneumology
70444,2,region_147,General practicioner
70460,1,region_19,Internal medicine / pneumology
70504,2,region_69,General practicioner
70506,2,region_182,General practicioner
70510,2,region_155,General practicioner
70514,2,region_1,General practicioner
70530,1,region_95,Internal medicine / pneumology
70543,2,region_95,Internal medicine
70576,3,region_150,General practicioner
70579,1,region_147,Internal medicine / pneumology
70585,1,region_142,Internal medicine / pneumology
70589,2,region_148,Internal medicine
70599,2,region_98,General practicioner
70602,1,region_78,Internal medicine / pneumology
70618,1,region_40,Internal medicine / pneumology
70621,1,region_98,Internal medicine / pneumology
70653,2,region_11,General practicioner
70682,2,region_87,General practicioner
70687,2,region_9,General practicioner
70692,1,region_57,Internal medicine / pneumology
70722,2,region_26,General practicioner
70725,1,region_153,Internal medicine / pneumology
70744,3,region_112,General practicioner
70746,2,region_177,Internal medicine
70754,1,region_167,Internal medicine / pneumology
70766,1,region_1,Internal medicine / pneumology
70767,2,region_26,Internal medicine
70778,1,region_179,Internal medicine / pneumology
70809,2,region_111,General practicioner
70827,2,region_109,Internal medicine
70829,3,region_106,General practicioner
70891,1,region_175,Internal medicine / pneumology
70954,1,region_182,Internal medicine / pneumology
70958,2,region_136,Internal medicine
70993,1,region_153,Internal medicine / pneumology
70995,1,region_47,Internal medicine / pneumology
71011,1,region_123,Internal medicine / pneumology
71086,1,region_70,Internal medicine / pneumology
71101,1,region_97,Internal medicine / pneumology
71129,1,region_123,Internal medicine / pneumology
71130,1,region_123,Internal medicine / pneumology
71254,1,region_34,Internal medicine
71255,1,region_34,Internal medicine / pneumology
71256,1,region_34,Internal medicine
71270,1,region_184,Internal medicine / pneumology
71314,2,region_73,General practicioner
71385,1,region_1,Internal medicine
71386,2,region_30,General practicioner
71393,2,region_111,General practicioner
71432,1,region_46,Internal medicine / pneumology
71462,3,region_178,Internal medicine
71480,2,region_150,General practicioner
71484,2,region_65,General practicioner
71487,2,region_49,General practicioner
71490,1,region_21,Internal medicine
71497,2,region_174,General practicioner
71506,2,region_71,General practicioner
71511,3,region_178,General practicioner
71533,2,region_164,Internal medicine
71534,2,region_108,General practicioner
71546,2,region_88,Internal medicine
71562,1,region_182,Internal medicine / pneumology
71563,1,region_86,Internal medicine / pneumology
71568,2,region_198,General practicioner
71581,2,region_154,General practicioner
71584,2,region_182,General practicioner
71607,1,region_189,Internal medicine / pneumology
71621,1,region_134,Internal medicine / pneumology
71633,2,region_87,Internal medicine
71636,1,region_23,Internal medicine / pneumology
71643,1,region_79,Internal medicine / pneumology
71652,2,region_113,Internal medicine
71710,1,region_173,Internal medicine / pneumology
71752,2,region_70,Internal medicine
71753,3,region_106,General practicioner
71764,3,region_180,Internal medicine / pneumology
71846,1,region_21,Internal medicine / pneumology
71856,1,region_0,Internal medicine / pneumology
71876,1,region_128,Internal medicine / pneumology
71925,1,region_9,Internal medicine / pneumology
71940,1,region_115,Internal medicine / pneumology
72042,1,region_52,Internal medicine / pneumology
72082,1,region_63,Internal medicine / pneumology
72106,1,region_74,Internal medicine / pneumology
72145,1,region_90,Internal medicine / pneumology
72181,3,region_109,General practicioner
72197,1,region_59,Internal medicine / pneumology
72214,2,region_51,General practicioner
72215,2,region_39,General practicioner
72257,1,region_78,Internal medicine / pneumology
72271,2,region_57,General practicioner
72302,1,region_111,Internal medicine / pneumology
72327,2,region_46,General practicioner
72331,2,region_156,Internal medicine
72342,2,region_3,General practicioner
72351,2,region_79,General practicioner
72373,3,region_180,General practicioner
72385,2,region_28,Internal medicine
72391,1,region_86,Internal medicine / pneumology
72396,3,region_108,General practicioner
72409,2,region_150,Internal medicine
72427,2,region_181,Internal medicine
72439,3,region_195,General practicioner
72466,1,region_24,Internal medicine
72486,3,region_180,General practicioner
72500,1,region_153,Internal medicine / pneumology
72550,2,region_52,General practicioner
72604,2,region_143,Internal medicine
72607,1,region_185,Internal medicine / pneumology
72626,2,region_195,General practicioner
72635,2,region_45,Internal medicine
72677,1,region_102,Internal medicine / pneumology
72772,1,region_137,Internal medicine / pneumology
72808,1,region_106,Internal medicine / pneumology
72810,2,region_86,General practicioner
72833,1,region_65,General practicioner
72847,1,region_154,Internal medicine / pneumology
72854,1,region_92,Internal medicine / pneumology
72855,1,region_44,Internal medicine / pneumology
72881,1,region_163,Internal medicine
72912,1,region_128,Internal medicine / pneumology
72925,1,region_172,Internal medicine / pneumology
72963,1,region_34,Internal medicine / pneumology
72981,1,region_36,Internal medicine / pneumology
73004,2,region_52,Internal medicine
73037,1,region_99,Internal medicine
73039,2,region_44,Internal medicine
73052,1,region_61,Internal medicine / pneumology
73067,2,region_129,Internal medicine
73084,2,region_170,General practicioner
73087,1,region_114,Internal medicine / pneumology
73101,3,region_31,Internal medicine
73129,1,region_78,Internal medicine / pneumology
73141,1,region_78,Internal medicine / pneumology
73142,2,region_200,Internal medicine
73169,2,region_140,Internal medicine
73178,3,region_118,Internal medicine
73198,2,region_44,General practicioner
73209,1,region_106,Internal medicine / pneumology
73263,3,region_123,General practicioner
73290,2,region_88,Internal medicine
73294,2,region_56,Internal medicine
73305,2,region_10,General practicioner
73306,1,region_31,Internal medicine / pneumology
73307,3,region_31,Internal medicine
73314,3,region_72,Internal medicine
73342,2,region_196,General practicioner
73347,1,region_66,Internal medicine / pneumology
73369,2,region_177,Internal medicine
73382,1,region_8,Internal medicine / pneumology
73396,2,region_121,Internal medicine
73427,1,region_160,Internal medicine / pneumology
73447,3,region_150,General practicioner
73487,1,region_179,Internal medicine / pneumology
73546,1,region_21,Internal medicine / pneumology
73599,2,region_198,General practicioner
73629,1,region_94,Internal medicine / pneumology
73728,1,region_139,Internal medicine / pneumology
73733,1,region_27,Internal medicine / pneumology
73735,1,region_103,Internal medicine / pneumology
73783,2,region_182,General practicioner
73822,2,region_98,General practicioner
73826,1,region_59,Internal medicine / pneumology
73858,2,region_52,General practicioner
73882,3,region_109,General practicioner
73888,2,region_49,General practicioner
73971,3,region_137,General practicioner
73973,3,region_112,Internal medicine
73999,3,region_118,General practicioner
74031,2,region_111,General practicioner
74033,2,region_41,Internal medicine
74045,2,region_36,Internal medicine
74067,3,region_166,General practicioner
74185,2,region_160,Internal medicine
74205,2,region_95,Internal medicine
74212,2,region_42,General practicioner
74222,2,region_198,General practicioner
74236,1,region_180,Internal medicine / pneumology
74241,1,region_84,Internal medicine
74242,2,region_127,General practicioner
74321,1,region_90,Internal medicine / pneumology
74351,2,region_168,Internal medicine / pneumology
