hcp,population,area,pci16,pci18,Internal medicine,Internal medicine / pneumology,General practicioner,Internal medicine and general practicioner,Pediatrician,hcp,tier,region,specialty
58428,304137,1761.98402793,57500.496969715896,62612.034029647366,100,3,186,3,42,58428,3,region_195,General practicioner
58436,351807,495.716787085,41728.04162883929,42871.90103369104,221,16,175,2,68,58436,1,region_149,Internal medicine / pneumology
58455,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,58455,2,region_138,Internal medicine
58459,528663,1691.3326277750002,39725.23455626566,41274.97668028191,368,15,312,5,125,58459,2,region_157,General practicioner
58463,562766,7476.819147085001,39152.99916517007,41230.29230741945,308,9,264,2,72,58463,2,region_86,General practicioner
58482,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,58482,3,region_118,General practicioner
58491,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,58491,2,region_155,General practicioner
58500,292017,280.26742946,49133.82303998121,50753.50174243016,233,17,137,0,30,58500,2,region_161,General practicioner
58505,332380,507.6016706,42316.17861056367,43408.66203256296,164,11,169,4,59,58505,2,region_80,General practicioner
58508,385727,1076.159285885,40191.9802962238,41539.86683477547,242,16,161,3,41,58508,2,region_103,General practicioner
58514,416180,635.8645393950001,48679.89772605903,50346.953159936944,154,6,204,2,55,58514,2,region_193,General practicioner
58518,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,58518,2,region_88,Internal medicine and general practicioner
58521,286989,1398.2630271,46225.63421035833,47728.70389846647,119,3,198,0,39,58521,2,region_5,Internal medicine
58524,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,58524,2,region_38,General practicioner
58534,306165,2858.031053665,50220.94344420296,54501.69478240106,99,6,189,8,18,58534,2,region_169,General practicioner
58542,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,58542,2,region_158,General practicioner
58549,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,58549,2,region_127,General practicioner
58553,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,58553,2,region_147,General practicioner
58555,381958,1372.440545005,38799.97238081176,40214.89576209413,315,18,264,2,82,58555,2,region_0,General practicioner
58557,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,58557,1,region_147,Internal medicine
58562,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,58562,2,region_115,General practicioner
58575,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,58575,3,region_118,General practicioner
58593,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,58593,2,region_155,General practicioner
58601,357267,1098.62296527,44920.72221786424,46360.19706742704,363,18,215,11,116,58601,1,region_107,Internal medicine / pneumology
58604,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,58604,1,region_88,Internal medicine / pneumology
58628,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,58628,2,region_108,General practicioner
58637,562766,7476.819147085001,39152.99916517007,41230.29230741945,308,9,264,2,72,58637,1,region_86,Internal medicine / pneumology
58642,509797,475.28226476,38646.49331816121,41100.84413713749,351,20,244,1,64,58642,1,region_43,Internal medicine / pneumology
58647,431383,4701.726213315,45377.70804101765,47137.854236937215,239,7,273,1,42,58647,1,region_1,Internal medicine / pneumology
58659,407943,451.9983656349999,38641.22388687272,41094.34746902544,510,40,246,3,137,58659,1,region_7,Internal medicine / pneumology
58688,485523,1064.39973606,45420.92701120138,46427.26521994213,306,12,251,3,86,58688,2,region_75,General practicioner
58704,347905,193.662319635,58259.42127116629,63608.28150583796,210,11,216,2,77,58704,3,region_180,Internal medicine
58708,312237,3709.821889255,44729.66272909751,46604.18155477684,196,9,214,1,36,58708,1,region_85,Internal medicine / pneumology
58710,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,58710,1,region_44,Internal medicine / pneumology
58718,369052,3275.78259817,42065.28551441394,43984.385596682885,223,22,262,0,51,58718,2,region_182,General practicioner
58729,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,58729,2,region_147,General practicioner
58755,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,58755,2,region_150,General practicioner
58772,541116,5200.616483475,42154.98186708018,43863.59104463951,332,22,277,4,88,58772,1,region_24,Internal medicine / pneumology
58785,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,58785,1,region_162,Internal medicine / pneumology
58792,401064,6216.07241229,41073.71651472008,42863.373102084304,292,15,233,0,25,58792,1,region_145,Internal medicine / pneumology
58802,543989,730.58755008,47906.89504039801,49401.83082252559,326,26,212,1,58,58802,1,region_142,Internal medicine / pneumology
58805,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,58805,2,region_52,Internal medicine
58809,461318,3554.8038096499995,46190.16084339184,48307.15154935936,337,12,286,2,64,58809,2,region_17,Internal medicine
58818,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,58818,2,region_118,Internal medicine
58845,299283,3885.579164165,40927.1648458997,42670.96205636806,123,4,165,3,26,58845,1,region_144,Internal medicine / pneumology
58857,304452,932.781191195,36395.04423057791,38590.38510757204,292,14,190,3,137,58857,1,region_83,Internal medicine / pneumology
58868,295956,1878.760803545,40585.45837633292,42669.553031252726,129,13,176,1,42,58868,1,region_172,Internal medicine / pneumology
58871,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,58871,1,region_147,Internal medicine / pneumology
58886,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,58886,1,region_181,Internal medicine / pneumology
58924,323575,111.643540105,58259.42127116629,63608.28150583796,314,13,221,2,46,58924,1,region_93,Internal medicine / pneumology
58943,392442,1013.9402787699998,43137.67692133163,45189.593294747385,224,22,230,0,83,58943,1,region_23,Internal medicine / pneumology
58944,376861,181.278347825,39007.52861156623,39888.70805993954,252,18,143,1,43,58944,2,region_41,General practicioner
58958,381958,1372.440545005,38799.97238081176,40214.89576209413,315,18,264,2,82,58958,1,region_0,Internal medicine / pneumology
58963,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,58963,1,region_44,Internal medicine / pneumology
58971,305578,216.595038625,58232.4125248942,63571.47138931149,511,42,326,5,187,58971,3,region_106,General practicioner
58975,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,58975,2,region_69,General practicioner
58976,311176,1451.9225471349998,46882.56119251481,49424.95126548196,165,6,215,0,41,58976,3,region_31,General practicioner
58984,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,58984,2,region_25,General practicioner
58987,461318,3554.8038096499995,46190.16084339184,48307.15154935936,337,12,286,2,64,58987,2,region_17,General practicioner
59004,330895,1185.616592415,58016.33152284889,63253.82473784784,236,26,264,0,69,59004,3,region_134,General practicioner
59009,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,59009,2,region_200,Internal medicine
59010,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,59010,2,region_44,General practicioner
59016,421289,3113.32368869,35661.32746899459,37117.66933250681,351,25,283,0,96,59016,1,region_170,Internal medicine / pneumology
59020,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,59020,1,region_25,Internal medicine / pneumology
59031,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,59031,2,region_11,General practicioner
59046,459522,64.130789205,38649.24,41105.12,299,17,384,3,71,59046,2,region_19,General practicioner
59060,407943,451.9983656349999,38641.22388687272,41094.34746902544,510,40,246,3,137,59060,1,region_7,Internal medicine / pneumology
59077,447190,1992.02559693,41782.23299439513,43361.63633421085,244,5,245,2,85,59077,2,region_116,Internal medicine
59080,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,59080,2,region_158,General practicioner
59092,368750,262.76532562,48463.432731680135,49909.6820689358,330,24,213,2,98,59092,1,region_135,Internal medicine / pneumology
59099,323713,3780.938178465,45305.47325376525,47016.396650179406,155,6,227,7,29,59099,2,region_82,General practicioner
59105,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,59105,3,region_127,Internal medicine
59122,407943,451.9983656349999,38641.22388687272,41094.34746902544,510,40,246,3,137,59122,1,region_7,Internal medicine / pneumology
59132,332380,507.6016706,42316.17861056367,43408.66203256296,164,11,169,4,59,59132,2,region_80,Internal medicine
59135,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,59135,2,region_181,General practicioner
59150,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,59150,2,region_44,General practicioner
59164,520595,298.050938975,42351.68,43907.92,574,38,370,6,167,59164,2,region_78,General practicioner
59199,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,59199,2,region_140,General practicioner
59222,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,59222,2,region_198,Internal medicine
59223,394741,1285.75708184,40764.27991706653,41856.11769050817,445,22,237,5,112,59223,1,region_176,Internal medicine / pneumology
59323,330895,1185.616592415,58016.33152284889,63253.82473784784,236,26,264,0,69,59323,3,region_134,General practicioner
59339,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,59339,2,region_138,General practicioner
59360,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,59360,2,region_162,General practicioner
59373,528663,1691.3326277750002,39725.23455626566,41274.97668028191,368,15,312,5,125,59373,2,region_157,General practicioner
59396,319660,2309.103167445,40976.82150066339,42691.76724738997,124,5,170,2,30,59396,1,region_199,Internal medicine / pneumology
59402,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,59402,1,region_90,Internal medicine / pneumology
59406,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,59406,2,region_138,General practicioner
59425,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,59425,2,region_115,General practicioner
59429,336953,277.67347298500005,47883.30564409603,49078.800882085445,182,6,180,1,96,59429,2,region_60,General practicioner
59444,306165,2858.031053665,50220.94344420296,54501.69478240106,99,6,189,8,18,59444,2,region_169,General practicioner
59453,341233,487.59933681,37386.11459218471,38418.87174140778,165,8,173,3,31,59453,2,region_22,Internal medicine
59458,303208,4751.57647807,43523.60071389123,45486.24426880677,228,10,229,3,18,59458,2,region_12,General practicioner
59474,292659,252.698993475,41727.483461086485,44501.22628430059,334,16,167,1,67,59474,1,region_95,Internal medicine / pneumology
59478,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,59478,2,region_200,General practicioner
59481,330895,1185.616592415,58016.33152284889,63253.82473784784,236,26,264,0,69,59481,3,region_134,Internal medicine
59499,324074,2196.24323518,56253.7171850507,60786.66378406008,128,3,218,2,30,59499,1,region_166,Internal medicine / pneumology
59516,343861,3639.37347845,46856.49217012814,48564.22884077264,181,11,206,0,30,59516,1,region_3,Internal medicine / pneumology
59548,335968,416.6086413050001,38027.8298460016,39058.46124932333,277,25,163,2,45,59548,1,region_122,Internal medicine / pneumology
59554,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,59554,2,region_198,General practicioner
59555,292659,252.698993475,41727.483461086485,44501.22628430059,334,16,167,1,67,59555,2,region_95,General practicioner
59561,333725,3502.904894785,45387.79497225622,48283.49556998891,239,11,243,0,57,59561,1,region_178,Internal medicine / pneumology
59586,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,59586,2,region_198,Internal medicine and general practicioner
59587,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,59587,2,region_140,General practicioner
59589,543989,730.58755008,47906.89504039801,49401.83082252559,326,26,212,1,58,59589,2,region_142,General practicioner
59597,485523,1064.39973606,45420.92701120138,46427.26521994213,306,12,251,3,86,59597,1,region_75,Internal medicine / pneumology
59603,335968,416.6086413050001,38027.8298460016,39058.46124932333,277,25,163,2,45,59603,1,region_122,Internal medicine / pneumology
59622,332380,507.6016706,42316.17861056367,43408.66203256296,164,11,169,4,59,59622,2,region_80,General practicioner
59660,332866,165.88248338,48733.12857084881,51093.07993379515,431,18,193,2,130,59660,1,region_164,Internal medicine / pneumology
59672,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,59672,2,region_88,General practicioner
59680,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,59680,1,region_90,Internal medicine / pneumology
59695,324990,681.550024385,45163.973492282974,46181.14470036704,206,16,149,1,48,59695,1,region_20,Internal medicine / pneumology
59717,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,59717,1,region_52,Internal medicine / pneumology
59718,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,59718,2,region_11,Internal medicine
59733,325956,1704.9262200499998,47763.05984217822,49225.161981814585,138,3,187,1,24,59733,1,region_101,Internal medicine / pneumology
59735,299581,224.197318435,58135.35625783255,63453.55722668387,194,9,167,3,70,59735,1,region_141,Internal medicine / pneumology
59767,305578,216.595038625,58232.4125248942,63571.47138931149,511,42,326,5,187,59767,1,region_106,Internal medicine / pneumology
59771,376861,181.278347825,39007.52861156623,39888.70805993954,252,18,143,1,43,59771,1,region_41,Internal medicine / pneumology
59785,295511,5645.12303853,42196.62599068593,43880.94307631483,83,5,179,2,27,59785,2,region_28,Internal medicine
59786,295511,5645.12303853,42196.62599068593,43880.94307631483,83,5,179,2,27,59786,1,region_28,Internal medicine / pneumology
59788,316807,3603.3811201,41629.98865230625,42975.82194855097,266,14,226,5,48,59788,1,region_18,Internal medicine / pneumology
59791,294808,653.61051631,41189.10186526831,42903.32734412834,366,24,178,4,114,59791,1,region_67,Internal medicine / pneumology
59795,320450,119.34311882000002,47853.29181840482,49044.01277342743,285,30,198,6,33,59795,1,region_63,Internal medicine / pneumology
59807,333725,3502.904894785,45387.79497225622,48283.49556998891,239,11,243,0,57,59807,1,region_178,Internal medicine / pneumology
59818,385727,1076.159285885,40191.9802962238,41539.86683477547,242,16,161,3,41,59818,1,region_103,Internal medicine / pneumology
59823,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,59823,1,region_38,Internal medicine / pneumology
59842,325956,1704.9262200499998,47763.05984217822,49225.161981814585,138,3,187,1,24,59842,2,region_101,General practicioner
59844,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,59844,1,region_115,Internal medicine / pneumology
59855,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,59855,2,region_200,General practicioner
59860,286989,1398.2630271,46225.63421035833,47728.70389846647,119,3,198,0,39,59860,2,region_5,General practicioner
59877,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,59877,2,region_162,General practicioner
59889,310970,1880.20151759,47511.92217428117,49662.107411031626,155,3,188,10,42,59889,2,region_183,Internal medicine and general practicioner
59892,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,59892,2,region_25,General practicioner
59898,459522,64.130789205,38649.24,41105.12,299,17,384,3,71,59898,1,region_19,Internal medicine / pneumology
59900,366237,456.77740419,47846.72921976725,49044.24224184746,265,10,259,1,40,59900,1,region_59,Internal medicine / pneumology
59908,392442,1013.9402787699998,43137.67692133163,45189.593294747385,224,22,230,0,83,59908,2,region_23,Internal medicine
59920,347004,2309.84630162,48882.45762105983,52941.60818689621,144,5,241,1,24,59920,2,region_11,General practicioner
59939,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,59939,2,region_162,General practicioner
59947,389939,734.360995965,38701.53589836237,39721.16825216833,231,9,146,5,75,59947,1,region_92,Internal medicine / pneumology
59948,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,59948,2,region_45,General practicioner
59965,354406,1457.7577504699998,45113.68108180971,46098.726288886704,196,7,162,0,57,59965,2,region_124,General practicioner
59973,365599,280.24859694500003,37134.16,37863.28,347,23,168,10,49,59973,1,region_34,Internal medicine / pneumology
59984,471991,2823.6310998500003,48600.88212134568,50488.57174709858,197,6,265,1,57,59984,2,region_10,General practicioner
59991,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,59991,2,region_49,General practicioner
59997,400723,2105.438750675,43428.46785897859,44575.5590026938,185,12,180,5,37,59997,1,region_16,Internal medicine / pneumology
60003,438812,3146.3784008,44722.13582179362,46805.33051359303,324,5,307,3,102,60003,3,region_111,General practicioner
60004,347761,1339.813459055,47802.37814017809,49087.416077910646,190,20,162,0,37,60004,1,region_27,Internal medicine / pneumology
60006,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,60006,3,region_118,General practicioner
60011,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,60011,2,region_162,General practicioner
60041,438812,3146.3784008,44722.13582179362,46805.33051359303,324,5,307,3,102,60041,1,region_111,Internal medicine / pneumology
60044,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,60044,2,region_74,General practicioner
60064,374756,6500.06813062,43452.29738863786,45337.58089492952,182,8,228,12,25,60064,2,region_198,Internal medicine
60073,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,60073,2,region_74,General practicioner
60094,472021,3662.469830855,40478.19063539573,42274.36831661519,393,18,299,3,67,60094,1,region_185,Internal medicine / pneumology
60103,297406,1285.352745595,47256.37179516038,49370.94623147627,227,6,193,1,120,60103,2,region_139,General practicioner
60111,320570,801.38097818,41114.92,42843.64,227,18,167,0,82,60111,1,region_126,Internal medicine / pneumology
60124,422929,2001.77212193,45812.70908571203,48057.04003321169,176,19,284,2,52,60124,1,region_153,Internal medicine / pneumology
60127,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,60127,2,region_88,General practicioner
60135,351807,495.716787085,41728.04162883929,42871.90103369104,221,16,175,2,68,60135,2,region_149,General practicioner
60144,528663,1691.3326277750002,39725.23455626566,41274.97668028191,368,15,312,5,125,60144,2,region_157,General practicioner
60179,541116,5200.616483475,42154.98186708018,43863.59104463951,332,22,277,4,88,60179,1,region_24,Internal medicine / pneumology
60204,317306,2356.435878145,45486.02729761217,47191.59323256421,316,14,283,3,100,60204,2,region_148,General practicioner
60211,344825,4037.238894875,41651.15403583042,43493.05408766624,177,7,181,3,37,60211,2,region_25,General practicioner
60226,332866,165.88248338,48733.12857084881,51093.07993379515,431,18,193,2,130,60226,1,region_164,Internal medicine / pneumology
60242,301446,888.335822715,39077.1099989826,38103.09110635517,308,17,179,1,51,60242,1,region_128,Internal medicine / pneumology
60244,317306,2356.435878145,45486.02729761217,47191.59323256421,316,14,283,3,100,60244,1,region_148,Internal medicine / pneumology
60249,387506,3023.372880265,45851.67803935721,47918.66791641751,365,10,298,0,123,60249,1,region_40,Internal medicine / pneumology
60261,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,60261,3,region_118,General practicioner
60270,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,60270,2,region_38,General practicioner
60305,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,60305,2,region_74,General practicioner
60332,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,60332,2,region_155,General practicioner
60340,293343,407.8559437,40265.62161036467,42784.034367451575,164,10,182,1,48,60340,2,region_184,General practicioner
60341,557796,5358.519268005,42148.23768011034,44225.43003055763,369,18,293,3,70,60341,2,region_115,General practicioner
60342,389939,734.360995965,38701.53589836237,39721.16825216833,231,9,146,5,75,60342,2,region_92,General practicioner
60351,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,60351,2,region_140,General practicioner
60363,327674,499.70631512500006,43544.32603542337,46907.49509458998,202,9,212,1,48,60363,2,region_66,General practicioner
60378,290274,230.311262695,38727.460773319886,39733.89795811521,282,14,135,6,42,60378,2,region_71,General practicioner
60387,401234,708.64855028,49064.5291070617,50956.80307195887,183,8,206,0,61,60387,2,region_87,General practicioner
60398,488935,4383.30846735,47628.42806364411,50590.45542894009,204,5,326,3,52,60398,2,region_196,General practicioner
60426,379268,1300.084429985,51331.47202909552,54701.5147903046,217,13,195,1,58,60426,2,region_70,General practicioner
60454,303208,4751.57647807,43523.60071389123,45486.24426880677,228,10,229,3,18,60454,2,region_12,General practicioner
60457,391532,3316.75517724,47519.70816595854,49510.326313550206,293,13,298,5,84,60457,1,region_167,Internal medicine / pneumology
60472,377517,5009.831310565,42745.55931878676,44445.65818379169,250,10,225,3,46,60472,1,region_91,Internal medicine / pneumology
60474,380244,1893.864008995,42224.88323186671,44597.342131836034,447,31,307,1,106,60474,1,region_52,Internal medicine / pneumology
60478,509797,475.28226476,38646.49331816121,41100.84413713749,351,20,244,1,64,60478,1,region_43,Internal medicine / pneumology
60487,292659,252.698993475,41727.483461086485,44501.22628430059,334,16,167,1,67,60487,2,region_95,General practicioner
60489,377517,5009.831310565,42745.55931878676,44445.65818379169,250,10,225,3,46,60489,1,region_91,Internal medicine / pneumology
60490,423341,154.47548644,38652.12994183328,41107.59671458673,340,15,243,3,71,60490,2,region_154,Internal medicine
60499,298560,3726.884651725,43442.39132891304,45766.530521730456,175,11,189,1,31,60499,3,region_36,General practicioner
60529,419601,2042.148938805,42777.12682057217,44543.12380541461,308,23,269,14,87,60529,2,region_177,Internal medicine
60545,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,60545,2,region_90,Internal medicine
60546,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,60546,1,region_44,Internal medicine / pneumology
60576,382877,402.354224945,38901.654186582455,39573.72335237399,458,25,166,3,95,60576,1,region_105,Internal medicine / pneumology
60581,481340,433.493165915,47807.095737135656,48998.648530738246,576,26,302,3,223,60581,1,region_61,Internal medicine / pneumology
60583,332866,165.88248338,48733.12857084881,51093.07993379515,431,18,193,2,130,60583,2,region_164,Internal medicine
60590,300515,2586.372330025,45012.22731070037,45991.45903393168,151,10,165,4,30,60590,1,region_113,Internal medicine / pneumology
60608,297909,1795.04534539,38958.80276287088,40349.164507190086,177,9,141,2,38,60608,1,region_77,Internal medicine / pneumology
60614,536856,6023.14589796,46261.88849114344,47134.19058620616,362,22,267,5,53,60614,2,region_132,Internal medicine / pneumology
60617,295192,1994.75115814,45774.88396917456,48219.296065151655,146,2,154,1,22,60617,1,region_58,Internal medicine / pneumology
60635,298560,3726.884651725,43442.39132891304,45766.530521730456,175,11,189,1,31,60635,1,region_36,Internal medicine / pneumology
60642,297431,4301.17943823,42278.25328549039,44991.420411256375,217,11,212,2,31,60642,1,region_151,Internal medicine / pneumology
60672,331823,857.93583953,44697.37645431968,46692.87188499894,303,19,229,10,96,60672,1,region_181,Internal medicine / pneumology
60684,485523,1064.39973606,45420.92701120138,46427.26521994213,306,12,251,3,86,60684,2,region_75,Internal medicine
60690,385727,1076.159285885,40191.9802962238,41539.86683477547,242,16,161,3,41,60690,1,region_103,Internal medicine / pneumology
60694,341233,487.59933681,37386.11459218471,38418.87174140778,165,8,173,3,31,60694,1,region_22,Internal medicine / pneumology
60700,354406,1457.7577504699998,45113.68108180971,46098.726288886704,196,7,162,0,57,60700,1,region_124,Internal medicine / pneumology
60701,366747,737.6994932800001,43490.30960874967,45949.49808402023,242,13,183,3,75,60701,1,region_160,Internal medicine / pneumology
60703,485523,1064.39973606,45420.92701120138,46427.26521994213,306,12,251,3,86,60703,2,region_75,General practicioner
60718,335968,416.6086413050001,38027.8298460016,39058.46124932333,277,25,163,2,45,60718,2,region_122,General practicioner
60722,309066,1766.12951329,47704.58758235771,51167.22010202415,232,14,197,0,46,60722,1,region_79,Internal medicine / pneumology
60725,385727,1076.159285885,40191.9802962238,41539.86683477547,242,16,161,3,41,60725,2,region_103,Internal medicine and general practicioner
60745,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,60745,2,region_147,General practicioner
60753,472948,7588.07291017,38655.32133304526,40461.44956494922,335,11,264,1,64,60753,1,region_194,Internal medicine / pneumology
60815,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,60815,3,region_118,Internal medicine
60825,484396,771.9334331700001,41064.42127819379,41593.11849693459,394,26,227,4,93,60825,1,region_102,Internal medicine / pneumology
60827,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,60827,2,region_162,General practicioner
60842,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,60842,2,region_88,Internal medicine
60851,311316,4469.15820453,41460.329717448665,43261.443759558446,174,4,230,7,44,60851,3,region_118,General practicioner
60862,286989,1398.2630271,46225.63421035833,47728.70389846647,119,3,198,0,39,60862,2,region_5,General practicioner
60863,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,60863,2,region_74,General practicioner
60876,306165,2858.031053665,50220.94344420296,54501.69478240106,99,6,189,8,18,60876,2,region_169,General practicioner
60885,342104,85.250473665,38649.24,41105.12,502,21,204,2,157,60885,2,region_8,General practicioner
60891,283879,1942.08355011,40082.98302330007,39900.71505628525,157,5,180,2,31,60891,2,region_100,Internal medicine
60898,308168,3160.04204693,41187.7235264384,42671.80736288608,193,8,182,8,55,60898,2,region_74,General practicioner
60903,301745,1700.8901509399998,47293.516396584026,49851.954655522895,149,4,208,0,53,60903,2,region_133,General practicioner
60924,343861,3639.37347845,46856.49217012814,48564.22884077264,181,11,206,0,30,60924,2,region_3,General practicioner
60944,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,60944,1,region_38,Internal medicine / pneumology
60949,295192,1994.75115814,45774.88396917456,48219.296065151655,146,2,154,1,22,60949,2,region_58,General practicioner
60952,375634,1951.91731418,48731.59459969861,48347.02730080437,324,14,313,1,73,60952,2,region_140,General practicioner
60973,317306,2356.435878145,45486.02729761217,47191.59323256421,316,14,283,3,100,60973,2,region_148,General practicioner
60992,438812,3146.3784008,44722.13582179362,46805.33051359303,324,5,307,3,102,60992,2,region_111,General practicioner
60993,356216,1561.571631685,41130.99782144328,42849.66447641903,136,7,198,2,36,60993,1,region_50,Internal medicine / pneumology
61032,419601,2042.148938805,42777.12682057217,44543.12380541461,308,23,269,14,87,61032,2,region_177,General practicioner
61040,299274,1390.91898579,45579.18946596061,48213.45323919848,142,4,163,1,29,61040,2,region_156,Internal medicine
61047,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,61047,2,region_90,General practicioner
61061,397520,602.376419425,39424.04499582988,40424.84519009168,294,7,207,4,54,61061,1,region_68,Internal medicine / pneumology
61108,377823,4136.819455725,46389.67721548156,47843.542264503136,161,6,224,1,33,61108,1,region_192,Internal medicine / pneumology
61115,393228,897.21918997,47250.45828230358,49137.60230692609,541,34,287,0,126,61115,1,region_69,Internal medicine / pneumology
61140,332784,325.459701525,43045.78196627924,44697.41197536814,241,13,169,2,60,61140,2,region_158,General practicioner
61143,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,61143,2,region_155,Internal medicine
61154,543989,730.58755008,47906.89504039801,49401.83082252559,326,26,212,1,58,61154,2,region_142,Internal medicine
61155,348086,4164.570398015,46186.5592866436,47424.04679007741,264,17,280,4,70,61155,3,region_137,General practicioner
61183,370839,1494.73248102,40379.71370238046,42361.48199891709,316,19,228,2,68,61183,1,region_175,Internal medicine / pneumology
61212,423341,154.47548644,38652.12994183328,41107.59671458673,340,15,243,3,71,61212,2,region_154,General practicioner
61214,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,61214,2,region_138,Internal medicine
61215,294282,2862.656662375,42983.715631831335,45145.98131152131,176,7,155,14,39,61215,2,region_138,Internal medicine
61224,303208,4751.57647807,43523.60071389123,45486.24426880677,228,10,229,3,18,61224,2,region_12,General practicioner
