,hcp,specialty,region,brand,email_type,content_id,no. openings,no. clicks,time_sent,time_last_opened,time_last_clicked
39370,57092,Internal medicine / pneumology,region_64,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:21:00,,
39371,57092,Internal medicine / pneumology,region_64,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:21:00,,
39372,57355,General practicioner,region_64,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:36:00,,
39373,57355,General practicioner,region_64,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:36:00,,
39374,59184,General practicioner,region_64,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:21:00,,
39375,59184,General practicioner,region_64,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:21:00,,
39382,61024,General practicioner,region_64,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:30:00,,
39383,61024,General practicioner,region_64,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:30:00,,
39384,61190,General practicioner,region_64,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:30:00,,
39385,61190,General practicioner,region_64,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:30:00,,
39386,62811,Internal medicine / pneumology,region_64,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-07-31 10:22:00,2020-08-02 10:01:00,
39387,62811,Internal medicine / pneumology,region_64,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-07-31 10:22:00,2020-08-02 10:01:00,
39406,70590,Internal medicine,region_64,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:22:00,,
39407,70590,Internal medicine,region_64,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:22:00,,
39477,25860,Internal medicine / pneumology,region_67,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-07-31 10:22:00,,
39478,25860,Internal medicine / pneumology,region_67,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-07-31 10:22:00,,
39479,812,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39480,812,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39487,6060,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 09:23:00,,
39488,6060,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-05 09:23:00,,
39492,10879,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-11 08:59:00,2020-08-13 10:33:00,
39493,10879,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,3,0,2020-08-11 08:59:00,2020-08-13 10:33:00,
39511,15321,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39512,15321,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39535,18853,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-11 10:17:00,
39536,18853,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-11 10:17:00,
39540,19775,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-17 06:33:00,
39541,19775,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-17 06:33:00,
39549,21512,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:46:00,2020-10-13 07:09:00,
39550,21512,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:46:00,2020-10-13 07:09:00,
39561,21735,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-11 10:15:00,
39562,21735,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-11 10:15:00,
39581,24388,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,5,0,2020-08-11 09:02:00,2020-09-19 19:57:00,
39582,24388,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,5,0,2020-08-11 09:02:00,2020-09-19 19:57:00,
39586,24390,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39587,24390,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39594,25282,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39595,25282,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39601,26421,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39602,26421,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39611,28770,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-11 09:36:00,
39612,28770,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-11 09:36:00,
39616,28900,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-11 08:59:00,2020-08-11 22:08:00,
39617,28900,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,3,0,2020-08-11 08:59:00,2020-08-11 22:08:00,
39627,31905,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:46:00,2020-08-11 09:06:00,
39628,31905,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:46:00,2020-08-11 09:06:00,
39631,32044,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39632,32044,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39635,33010,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39636,33010,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39643,34063,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39644,34063,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39647,34623,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:46:00,2020-08-11 17:53:00,
39648,34623,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:46:00,2020-08-11 17:53:00,
39655,35602,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39656,35602,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39660,35704,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39661,35704,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39664,35832,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-11 16:24:00,
39665,35832,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-11 16:24:00,
39672,35946,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 09:02:00,,
39673,35946,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 09:02:00,,
39677,36566,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39678,36566,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39690,40155,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-11 10:06:00,
39691,40155,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-11 10:06:00,
39696,40209,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 09:02:00,,
39697,40209,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 09:02:00,,
39703,40461,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 09:02:00,2020-08-12 19:04:00,
39704,40461,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 09:02:00,2020-08-12 19:04:00,
39712,41392,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-15 11:14:00,
39713,41392,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-15 11:14:00,
39714,43268,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39715,43268,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39718,43391,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39719,43391,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39730,44655,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39731,44655,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39745,45669,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39746,45669,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39753,46841,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-11 08:46:00,2020-08-11 22:05:00,
39754,46841,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,3,0,2020-08-11 08:46:00,2020-08-11 22:05:00,
39764,50373,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-11 08:46:00,2020-08-11 09:25:00,
39765,50373,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,3,0,2020-08-11 08:46:00,2020-08-11 09:25:00,
39774,51221,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39775,51221,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39782,54469,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 09:02:00,,
39783,54469,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 09:02:00,,
39796,59011,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39797,59011,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39798,59428,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39799,59428,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39805,62781,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39806,62781,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39821,62908,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39822,62908,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39828,64380,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39829,64380,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39836,65407,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 09:02:00,,
39837,65407,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 09:02:00,,
39842,66246,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 09:02:00,,
39843,66246,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 09:02:00,,
39847,66851,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-11 08:59:00,2020-08-21 00:38:00,
39848,66851,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,3,0,2020-08-11 08:59:00,2020-08-21 00:38:00,
39849,68084,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-11 14:08:00,
39850,68084,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-11 14:08:00,
39851,69675,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39852,69675,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39856,70504,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39857,70504,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39858,70818,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:59:00,2020-08-25 10:37:00,
39859,70818,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:59:00,2020-08-25 10:37:00,
39866,73027,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39867,73027,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39879,74911,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39880,74911,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39884,75822,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-11 08:46:00,2020-08-22 09:48:00,
39885,75822,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,2,0,2020-08-11 08:46:00,2020-08-22 09:48:00,
39888,78953,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:46:00,2020-08-17 09:18:00,
39889,78953,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:46:00,2020-08-17 09:18:00,
39894,79113,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39895,79113,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39898,80947,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 09:02:00,,
39899,80947,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 09:02:00,,
39909,82646,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39910,82646,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39913,83525,Internal medicine,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:46:00,,
39914,83525,Internal medicine,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:46:00,,
39918,84178,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-11 08:46:00,2020-09-21 19:46:00,
39919,84178,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,1,0,2020-08-11 08:46:00,2020-09-21 19:46:00,
39922,84321,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-11 08:59:00,,
39923,84321,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-11 08:59:00,,
39945,86915,Pediatrician,region_69,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-11 08:46:00,2020-08-16 18:46:00,
39946,86915,Pediatrician,region_69,brand_2,general,a3D6f0000019jSrEAI,2,0,2020-08-11 08:46:00,2020-08-16 18:46:00,
39947,86919,General practicioner,region_69,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-11 08:46:00,2020-08-11 20:22:00,
39948,86919,General practicioner,region_69,brand_2,general,a3D6f0000019jSrEAI,2,0,2020-08-11 08:46:00,2020-08-11 20:22:00,
39972,21322,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-06 08:40:00,,
39973,21322,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 08:40:00,,
39980,22452,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-06 08:46:00,,
39981,22452,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 08:46:00,,
39995,60426,General practicioner,region_70,brand_2,general,a3D6f0000019jSnEAI,13,1,2020-07-31 14:27:00,2020-08-18 14:57:00,2020-08-18 14:57:00
39996,60426,General practicioner,region_70,brand_2,general,a3D6f0000019jU1EAI,13,1,2020-07-31 14:27:00,2020-08-18 14:57:00,2020-08-18 14:57:00
40003,77571,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-06 08:43:00,,
40004,77571,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-06 08:43:00,,
40012,86154,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSnEAI,4,0,2020-08-06 08:37:00,2020-08-09 20:38:00,
40013,86154,Internal medicine / pneumology,region_70,brand_2,general,a3D6f0000019jSrEAI,4,0,2020-08-06 08:37:00,2020-08-09 20:38:00,
40560,88555,Pediatrician,region_79,brand_2,general,a3D6f000000N2CLEA0,0,0,2020-11-10 09:55:00,,
40561,88555,Pediatrician,region_79,brand_2,general,a3D6f000000MpRwEAK,0,0,2020-11-10 09:55:00,,
40562,16002,Internal medicine / pneumology,region_80,brand_2,general,a3D6f0000019huiEAA,1,0,2020-07-22 10:02:00,2020-07-22 12:35:00,
40563,16002,Internal medicine / pneumology,region_80,brand_2,general,a3D6f0000019hujEAA,1,0,2020-07-22 10:02:00,2020-07-22 12:35:00,
40770,48570,Internal medicine,region_85,brand_2,general,a3D6f0000019gcSEAQ,2,0,2020-07-22 13:28:00,2020-07-22 14:01:00,
40771,48570,Internal medicine,region_85,brand_2,general,a3D6f0000019huiEAA,2,0,2020-07-22 13:28:00,2020-07-22 14:01:00,
40836,61158,General practicioner,region_85,brand_2,general,a3D6f0000019gcSEAQ,6,0,2020-07-23 11:28:00,2020-07-23 17:16:00,
40837,61158,General practicioner,region_85,brand_2,general,a3D6f0000019huiEAA,6,0,2020-07-23 11:28:00,2020-07-23 17:16:00,
40946,608,Internal medicine,region_86,brand_2,general,a3D6f0000019gcSEAQ,5,1,2020-07-13 17:02:00,2020-07-15 06:28:00,2020-07-13 22:58:00
40947,608,Internal medicine,region_86,brand_2,general,a3D6f0000019gcUEAQ,5,1,2020-07-13 17:02:00,2020-07-15 06:28:00,2020-07-13 22:58:00
40991,21844,Internal medicine,region_86,brand_2,product_related,a3D6f000001HrK9EAK,1,0,2021-03-26 10:35:00,2021-03-26 11:43:00,
40992,21844,Internal medicine,region_86,brand_2,product_related,a3D6f000000MxfCEAS,1,0,2021-03-26 10:35:00,2021-03-26 11:43:00,
41001,22630,Internal medicine,region_86,brand_2,general,a3D6f000001HndxEAC,2,0,2021-03-02 09:36:00,2021-03-03 09:03:00,
41002,22630,Internal medicine,region_86,brand_2,general,a3D6f000000oClaEAE,2,0,2021-03-02 09:36:00,2021-03-03 09:03:00,
41003,22897,Internal medicine,region_86,brand_2,general,a3D6f000001HndxEAC,1,0,2021-03-02 10:27:00,2021-03-02 10:40:00,
41004,22897,Internal medicine,region_86,brand_2,general,a3D6f000000oClaEAE,1,0,2021-03-02 10:27:00,2021-03-02 10:40:00,
41018,32921,Internal medicine,region_86,brand_2,general,a3D6f000001HndxEAC,4,0,2021-03-02 10:08:00,2021-03-18 22:08:00,
41019,32921,Internal medicine,region_86,brand_2,general,a3D6f000000oClaEAE,4,0,2021-03-02 10:08:00,2021-03-18 22:08:00,
41020,35273,Internal medicine,region_86,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-14 09:34:00,,
41021,35273,Internal medicine,region_86,brand_2,general,a3D6f0000019gcUEAQ,0,0,2020-07-14 09:34:00,,
41073,72621,Internal medicine,region_86,brand_2,general,a3D6f0000019gcUEAQ,0,0,2020-07-14 12:29:00,,
41074,72621,Internal medicine,region_86,brand_2,general,a3D6f0000019gcSEAQ,0,0,2020-07-14 12:29:00,,
41077,72821,Internal medicine,region_86,brand_2,general,a3D6f0000019gcUEAQ,3,0,2020-07-14 09:18:00,2020-07-14 13:25:00,
41078,72821,Internal medicine,region_86,brand_2,general,a3D6f0000019gcSEAQ,3,0,2020-07-14 09:18:00,2020-07-14 13:25:00,
41086,1244,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-13 11:32:00,2020-08-15 12:56:00,
41087,1244,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,3,0,2020-08-13 11:32:00,2020-08-15 12:56:00,
41090,7331,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41091,7331,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41095,12580,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:32:00,,
41096,12580,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:32:00,,
41102,12630,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-13 11:32:00,2020-08-13 15:03:00,
41103,12630,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,1,0,2020-08-13 11:32:00,2020-08-13 15:03:00,
41110,14337,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-13 11:32:00,2020-08-13 21:39:00,
41111,14337,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,1,0,2020-08-13 11:32:00,2020-08-13 21:39:00,
41115,16128,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41116,16128,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41117,18930,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:32:00,,
41118,18930,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:32:00,,
41122,19828,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41123,19828,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41126,19998,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41127,19998,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41160,25371,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41161,25371,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41165,26503,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,3,0,2020-08-13 11:37:00,2020-09-09 21:04:00,
41166,26503,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,3,0,2020-08-13 11:37:00,2020-09-09 21:04:00,
41167,30202,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,1,1,2020-08-13 11:37:00,2020-08-13 15:16:00,2020-08-13 15:17:00
41168,30202,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,1,1,2020-08-13 11:37:00,2020-08-13 15:16:00,2020-08-13 15:17:00
41178,33617,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:32:00,,
41179,33617,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:32:00,,
41183,34590,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:32:00,,
41184,34590,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:32:00,,
41199,38346,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-13 11:37:00,2020-09-02 21:19:00,
41200,38346,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,2,0,2020-08-13 11:37:00,2020-09-02 21:19:00,
41204,39295,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:32:00,,
41205,39295,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:32:00,,
41206,39564,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-13 11:37:00,2020-08-13 15:03:00,
41207,39564,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,2,0,2020-08-13 11:37:00,2020-08-13 15:03:00,
41208,40417,Internal medicine,region_87,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-13 11:37:00,2020-08-13 11:54:00,
41209,40417,Internal medicine,region_87,brand_2,general,a3D6f0000019jU1EAI,1,0,2020-08-13 11:37:00,2020-08-13 11:54:00,
41219,42577,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:32:00,,
41220,42577,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:32:00,,
41228,45278,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-13 11:37:00,2020-08-14 07:35:00,
41229,45278,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,1,0,2020-08-13 11:37:00,2020-08-14 07:35:00,
41233,46105,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,1,0,2020-08-13 11:37:00,2020-08-13 11:48:00,
41234,46105,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,1,0,2020-08-13 11:37:00,2020-08-13 11:48:00,
41238,46163,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-05 10:13:00,,
41239,46163,General practicioner,region_87,brand_2,general,a3D6f0000019jSrEAI,0,0,2020-08-05 10:13:00,,
41240,46163,General practicioner,region_87,brand_2,general,a3D6f0000019iviEAA,0,0,2020-08-05 10:13:00,,
41249,49730,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41250,49730,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41254,50411,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,0,0,2020-08-13 11:37:00,,
41255,50411,General practicioner,region_87,brand_2,general,a3D6f0000019jU1EAI,0,0,2020-08-13 11:37:00,,
41259,53953,General practicioner,region_87,brand_2,general,a3D6f0000019jSnEAI,2,0,2020-08-13 11:32:00,2020-08-15 15:35:00,
