hcp,specialty,region,brand,month,channel,count
48800,Internal medicine / pneumology,region_20,brand_1,2021-07,f2f,1
63172,Internal medicine / pneumology,region_20,brand_2,2021-07,f2f,1
63172,Internal medicine / pneumology,region_20,brand_1,2021-07,f2f,1
13313,Internal medicine / pneumology,region_21,brand_2,2021-07,f2f,1
13313,Internal medicine / pneumology,region_21,brand_1,2021-07,f2f,1
20731,General practicioner,region_21,brand_2,2021-07,f2f,1
21479,General practicioner,region_21,brand_2,2021-07,f2f,1
21479,General practicioner,region_21,brand_1,2021-07,f2f,1
21685,General practicioner,region_21,brand_2,2021-07,f2f,1
35672,Internal medicine,region_21,brand_2,2021-07,f2f,1
39567,General practicioner,region_21,brand_2,2021-07,f2f,1
40521,General practicioner,region_21,brand_2,2021-07,f2f,1
40521,General practicioner,region_21,brand_1,2021-07,f2f,1
43716,General practicioner,region_21,brand_2,2021-07,f2f,1
43716,General practicioner,region_21,brand_1,2021-07,f2f,1
46661,Internal medicine,region_21,brand_2,2021-07,f2f,1
46661,Internal medicine,region_21,brand_1,2021-07,f2f,1
51159,General practicioner,region_21,brand_2,2021-07,f2f,1
51159,General practicioner,region_21,brand_1,2021-07,f2f,1
61083,Internal medicine,region_21,brand_1,2021-07,f2f,1
64476,General practicioner,region_21,brand_2,2021-07,f2f,1
64476,General practicioner,region_21,brand_1,2021-07,f2f,1
66757,Internal medicine,region_21,brand_1,2021-07,f2f,1
78917,General practicioner,region_21,brand_2,2021-07,f2f,1
78917,General practicioner,region_21,brand_1,2021-07,f2f,1
79247,General practicioner,region_21,brand_2,2021-07,f2f,1
80848,Internal medicine,region_21,brand_1,2021-07,f2f,1
29708,Internal medicine / pneumology,region_22,brand_2,2021-07,f2f,1
29708,Internal medicine / pneumology,region_22,brand_1,2021-07,f2f,1
45881,Internal medicine / pneumology,region_22,brand_2,2021-07,f2f,1
45881,Internal medicine / pneumology,region_22,brand_1,2021-07,f2f,1
45999,General practicioner,region_22,brand_2,2021-07,f2f,1
45999,General practicioner,region_22,brand_1,2021-07,f2f,1
23994,Internal medicine / pneumology,region_23,brand_2,2021-07,f2f,1
23994,Internal medicine / pneumology,region_23,brand_1,2021-07,f2f,1
58943,Internal medicine / pneumology,region_23,brand_2,2021-07,f2f,2
58943,Internal medicine / pneumology,region_23,brand_1,2021-07,f2f,2
69498,Internal medicine / pneumology,region_23,brand_2,2021-07,f2f,2
69498,Internal medicine / pneumology,region_23,brand_1,2021-07,f2f,2
75872,Internal medicine / pneumology,region_23,brand_2,2021-07,f2f,2
75872,Internal medicine / pneumology,region_23,brand_1,2021-07,f2f,2
13659,Internal medicine / pneumology,region_24,brand_2,2021-07,phone,1
18919,Internal medicine / pneumology,region_24,brand_2,2021-07,f2f,1
18919,Internal medicine / pneumology,region_24,brand_1,2021-07,f2f,1
21560,Internal medicine / pneumology,region_24,brand_1,2021-07,f2f,1
39993,Internal medicine / pneumology,region_24,brand_2,2021-07,f2f,1
39993,Internal medicine / pneumology,region_24,brand_1,2021-07,f2f,1
47245,Internal medicine / pneumology,region_24,brand_2,2021-07,f2f,1
47245,Internal medicine / pneumology,region_24,brand_1,2021-07,f2f,1
72466,Internal medicine,region_24,brand_1,2021-07,other,1
81873,Internal medicine / pneumology,region_24,brand_2,2021-07,f2f,1
81873,Internal medicine / pneumology,region_24,brand_1,2021-07,f2f,1
86629,Internal medicine / pneumology,region_24,brand_2,2021-07,phone,1
15623,Internal medicine,region_25,brand_1,2021-07,other,1
41857,Internal medicine / pneumology,region_25,brand_2,2021-07,other,1
41857,Internal medicine / pneumology,region_25,brand_1,2021-07,other,1
69215,Internal medicine / pneumology,region_25,brand_1,2021-07,phone,1
19037,Internal medicine / pneumology,region_26,brand_2,2021-07,f2f,1
19037,Internal medicine / pneumology,region_26,brand_1,2021-07,f2f,1
35291,Internal medicine / pneumology,region_26,brand_2,2021-07,f2f,1
35291,Internal medicine / pneumology,region_26,brand_1,2021-07,f2f,1
35520,Internal medicine,region_26,brand_2,2021-07,f2f,1
35520,Internal medicine,region_26,brand_1,2021-07,f2f,1
70722,General practicioner,region_26,brand_2,2021-07,f2f,1
70722,General practicioner,region_26,brand_1,2021-07,f2f,1
74887,General practicioner,region_26,brand_2,2021-07,f2f,1
74887,General practicioner,region_26,brand_1,2021-07,f2f,1
6589,Internal medicine,region_27,brand_2,2021-07,f2f,1
6589,Internal medicine,region_27,brand_1,2021-07,f2f,1
8195,General practicioner,region_27,brand_2,2021-07,f2f,1
8195,General practicioner,region_27,brand_1,2021-07,f2f,1
9019,General practicioner,region_27,brand_2,2021-07,f2f,1
9019,General practicioner,region_27,brand_1,2021-07,f2f,1
13194,General practicioner,region_27,brand_2,2021-07,f2f,1
13194,General practicioner,region_27,brand_1,2021-07,f2f,1
22500,General practicioner,region_27,brand_2,2021-07,f2f,1
22500,General practicioner,region_27,brand_1,2021-07,f2f,1
22777,Internal medicine,region_27,brand_2,2021-07,f2f,1
22777,Internal medicine,region_27,brand_1,2021-07,f2f,1
23247,General practicioner,region_27,brand_2,2021-07,f2f,1
23247,General practicioner,region_27,brand_1,2021-07,f2f,1
27127,Internal medicine,region_27,brand_2,2021-07,f2f,1
27127,Internal medicine,region_27,brand_1,2021-07,f2f,1
27788,General practicioner,region_27,brand_2,2021-07,f2f,1
27788,General practicioner,region_27,brand_1,2021-07,f2f,1
28930,General practicioner,region_27,brand_2,2021-07,f2f,1
28930,General practicioner,region_27,brand_1,2021-07,f2f,1
33425,General practicioner,region_27,brand_2,2021-07,f2f,1
33425,General practicioner,region_27,brand_1,2021-07,f2f,1
37276,General practicioner,region_27,brand_2,2021-07,f2f,1
37276,General practicioner,region_27,brand_1,2021-07,f2f,1
37606,Internal medicine / pneumology,region_27,brand_2,2021-07,f2f,1
37606,Internal medicine / pneumology,region_27,brand_1,2021-07,f2f,1
38278,Internal medicine,region_27,brand_2,2021-07,f2f,2
38278,Internal medicine,region_27,brand_1,2021-07,f2f,2
45916,General practicioner,region_27,brand_2,2021-07,f2f,1
45916,General practicioner,region_27,brand_1,2021-07,f2f,1
46773,General practicioner,region_27,brand_2,2021-07,f2f,1
46773,General practicioner,region_27,brand_1,2021-07,f2f,1
46882,General practicioner,region_27,brand_2,2021-07,f2f,1
46882,General practicioner,region_27,brand_1,2021-07,f2f,1
48220,General practicioner,region_27,brand_2,2021-07,f2f,1
48220,General practicioner,region_27,brand_1,2021-07,f2f,1
48654,General practicioner,region_27,brand_2,2021-07,f2f,1
48654,General practicioner,region_27,brand_1,2021-07,f2f,1
50399,General practicioner,region_27,brand_2,2021-07,f2f,1
50399,General practicioner,region_27,brand_1,2021-07,f2f,1
53957,General practicioner,region_27,brand_2,2021-07,f2f,1
53957,General practicioner,region_27,brand_1,2021-07,f2f,1
54396,General practicioner,region_27,brand_2,2021-07,f2f,2
54396,General practicioner,region_27,brand_1,2021-07,f2f,2
55208,General practicioner,region_27,brand_2,2021-07,f2f,1
55208,General practicioner,region_27,brand_1,2021-07,f2f,1
55256,General practicioner,region_27,brand_2,2021-07,f2f,1
55256,General practicioner,region_27,brand_1,2021-07,f2f,1
55532,Internal medicine,region_27,brand_2,2021-07,f2f,1
58981,General practicioner,region_27,brand_2,2021-07,f2f,1
58981,General practicioner,region_27,brand_1,2021-07,f2f,1
60004,Internal medicine / pneumology,region_27,brand_1,2021-07,phone,1
61450,Internal medicine / pneumology,region_27,brand_2,2021-07,f2f,1
61450,Internal medicine / pneumology,region_27,brand_1,2021-07,f2f,1
62235,General practicioner,region_27,brand_1,2021-07,f2f,1
62690,General practicioner,region_27,brand_2,2021-07,f2f,1
62690,General practicioner,region_27,brand_1,2021-07,f2f,1
64239,General practicioner,region_27,brand_2,2021-07,f2f,1
64239,General practicioner,region_27,brand_1,2021-07,f2f,1
64675,General practicioner,region_27,brand_2,2021-07,f2f,1
64675,General practicioner,region_27,brand_1,2021-07,f2f,1
67994,Internal medicine / pneumology,region_27,brand_2,2021-07,f2f,1
67994,Internal medicine / pneumology,region_27,brand_1,2021-07,f2f,2
72282,Internal medicine,region_27,brand_2,2021-07,f2f,1
72282,Internal medicine,region_27,brand_1,2021-07,f2f,1
73275,Internal medicine,region_27,brand_2,2021-07,f2f,1
73275,Internal medicine,region_27,brand_1,2021-07,f2f,1
73733,Internal medicine / pneumology,region_27,brand_2,2021-07,f2f,1
73733,Internal medicine / pneumology,region_27,brand_1,2021-07,f2f,1
73797,General practicioner,region_27,brand_2,2021-07,f2f,1
73797,General practicioner,region_27,brand_1,2021-07,f2f,1
73872,Internal medicine,region_27,brand_2,2021-07,f2f,1
73872,Internal medicine,region_27,brand_1,2021-07,f2f,1
74884,Internal medicine,region_27,brand_2,2021-07,f2f,1
74884,Internal medicine,region_27,brand_1,2021-07,f2f,1
75078,General practicioner,region_27,brand_2,2021-07,f2f,1
75078,General practicioner,region_27,brand_1,2021-07,f2f,1
76551,General practicioner,region_27,brand_2,2021-07,f2f,1
76551,General practicioner,region_27,brand_1,2021-07,f2f,1
78142,Internal medicine,region_27,brand_2,2021-07,f2f,1
78142,Internal medicine,region_27,brand_1,2021-07,f2f,1
81843,General practicioner,region_27,brand_2,2021-07,f2f,1
81843,General practicioner,region_27,brand_1,2021-07,f2f,1
81872,General practicioner,region_27,brand_2,2021-07,f2f,1
81872,General practicioner,region_27,brand_1,2021-07,f2f,1
83335,Internal medicine,region_27,brand_2,2021-07,f2f,1
83335,Internal medicine,region_27,brand_1,2021-07,f2f,1
85989,Internal medicine,region_27,brand_2,2021-07,f2f,1
85989,Internal medicine,region_27,brand_1,2021-07,f2f,1
89138,General practicioner,region_27,brand_2,2021-07,f2f,1
89138,General practicioner,region_27,brand_1,2021-07,f2f,1
92135,General practicioner,region_27,brand_2,2021-07,f2f,1
92135,General practicioner,region_27,brand_1,2021-07,f2f,1
57243,Internal medicine / pneumology,region_28,brand_2,2021-07,f2f,2
57243,Internal medicine / pneumology,region_28,brand_1,2021-07,f2f,2
92186,Internal medicine / pneumology,region_28,brand_2,2021-07,f2f,1
92186,Internal medicine / pneumology,region_28,brand_1,2021-07,f2f,1
47026,Internal medicine / pneumology,region_29,brand_2,2021-07,f2f,1
47026,Internal medicine / pneumology,region_29,brand_1,2021-07,f2f,1
49129,General practicioner,region_29,brand_2,2021-07,f2f,1
49129,General practicioner,region_29,brand_1,2021-07,f2f,1
18695,Internal medicine / pneumology,region_30,brand_2,2021-07,other,1
18695,Internal medicine / pneumology,region_30,brand_1,2021-07,other,1
48232,Internal medicine / pneumology,region_30,brand_2,2021-07,other,1
48232,Internal medicine / pneumology,region_30,brand_1,2021-07,other,1
12420,Internal medicine / pneumology,region_31,brand_2,2021-07,f2f,1
12420,Internal medicine / pneumology,region_31,brand_1,2021-07,f2f,1
23518,General practicioner,region_31,brand_2,2021-07,f2f,1
23518,General practicioner,region_31,brand_1,2021-07,f2f,1
82678,Internal medicine / pneumology,region_31,brand_1,2021-07,f2f,1
87105,Internal medicine,region_31,brand_2,2021-07,f2f,1
87105,Internal medicine,region_31,brand_1,2021-07,f2f,1
2506,Internal medicine / pneumology,region_32,brand_2,2021-07,f2f,1
2506,Internal medicine / pneumology,region_32,brand_1,2021-07,f2f,1
2506,Internal medicine / pneumology,region_32,brand_1,2021-07,phone,1
33350,Internal medicine / pneumology,region_32,brand_2,2021-07,f2f,1
33350,Internal medicine / pneumology,region_32,brand_1,2021-07,f2f,1
37410,Internal medicine / pneumology,region_32,brand_1,2021-07,other,1
50959,Internal medicine / pneumology,region_32,brand_1,2021-07,other,1
85010,Internal medicine,region_32,brand_2,2021-07,f2f,1
85010,Internal medicine,region_32,brand_1,2021-07,f2f,1
307,Internal medicine / pneumology,region_33,brand_2,2021-07,f2f,1
307,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,1
4122,General practicioner,region_33,brand_2,2021-07,f2f,1
4122,General practicioner,region_33,brand_1,2021-07,f2f,1
5654,General practicioner,region_33,brand_2,2021-07,f2f,2
5654,General practicioner,region_33,brand_1,2021-07,f2f,1
17191,Internal medicine,region_33,brand_2,2021-07,f2f,1
17191,Internal medicine,region_33,brand_1,2021-07,f2f,1
18484,Internal medicine,region_33,brand_1,2021-07,f2f,1
18546,Internal medicine / pneumology,region_33,brand_2,2021-07,f2f,1
18546,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,1
20320,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,1
24140,Internal medicine,region_33,brand_2,2021-07,f2f,1
24140,Internal medicine,region_33,brand_1,2021-07,f2f,1
25074,Internal medicine,region_33,brand_2,2021-07,f2f,1
25074,Internal medicine,region_33,brand_1,2021-07,f2f,1
25080,Internal medicine,region_33,brand_2,2021-07,f2f,1
25080,Internal medicine,region_33,brand_1,2021-07,f2f,1
27748,General practicioner,region_33,brand_2,2021-07,f2f,1
27748,General practicioner,region_33,brand_1,2021-07,f2f,1
28219,Internal medicine,region_33,brand_2,2021-07,f2f,2
28219,Internal medicine,region_33,brand_1,2021-07,f2f,2
28626,Internal medicine,region_33,brand_1,2021-07,f2f,1
30129,Internal medicine,region_33,brand_1,2021-07,f2f,1
34339,General practicioner,region_33,brand_2,2021-07,f2f,1
34339,General practicioner,region_33,brand_1,2021-07,f2f,1
34786,General practicioner,region_33,brand_1,2021-07,f2f,1
35275,General practicioner,region_33,brand_2,2021-07,f2f,1
35275,General practicioner,region_33,brand_1,2021-07,f2f,1
36293,Internal medicine,region_33,brand_2,2021-07,f2f,1
36293,Internal medicine,region_33,brand_1,2021-07,f2f,1
37008,General practicioner,region_33,brand_2,2021-07,f2f,1
37008,General practicioner,region_33,brand_1,2021-07,f2f,1
38862,General practicioner,region_33,brand_2,2021-07,f2f,1
38862,General practicioner,region_33,brand_1,2021-07,f2f,1
38928,General practicioner,region_33,brand_2,2021-07,f2f,2
39671,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,3
40563,General practicioner,region_33,brand_2,2021-07,f2f,1
40563,General practicioner,region_33,brand_1,2021-07,f2f,1
41481,General practicioner,region_33,brand_2,2021-07,f2f,1
41481,General practicioner,region_33,brand_1,2021-07,f2f,1
42450,General practicioner,region_33,brand_2,2021-07,f2f,1
42450,General practicioner,region_33,brand_1,2021-07,f2f,1
42549,General practicioner,region_33,brand_2,2021-07,f2f,1
42549,General practicioner,region_33,brand_1,2021-07,f2f,1
44302,General practicioner,region_33,brand_2,2021-07,f2f,1
44302,General practicioner,region_33,brand_1,2021-07,f2f,2
44595,Internal medicine / pneumology,region_33,brand_2,2021-07,f2f,1
44595,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,2
44676,General practicioner,region_33,brand_2,2021-07,f2f,1
44676,General practicioner,region_33,brand_1,2021-07,f2f,1
45545,Internal medicine,region_33,brand_2,2021-07,f2f,1
45545,Internal medicine,region_33,brand_1,2021-07,f2f,1
45872,General practicioner,region_33,brand_2,2021-07,f2f,1
45872,General practicioner,region_33,brand_1,2021-07,f2f,1
46080,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,2
47112,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,3
47258,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,1
47258,Internal medicine / pneumology,region_33,brand_2,2021-07,phone,1
47420,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,3
47426,General practicioner,region_33,brand_2,2021-07,f2f,2
47426,General practicioner,region_33,brand_1,2021-07,f2f,2
49766,General practicioner,region_33,brand_2,2021-07,f2f,1
49766,General practicioner,region_33,brand_1,2021-07,f2f,1
50840,General practicioner,region_33,brand_2,2021-07,f2f,2
50840,General practicioner,region_33,brand_1,2021-07,f2f,2
50860,General practicioner,region_33,brand_2,2021-07,f2f,1
50860,General practicioner,region_33,brand_1,2021-07,f2f,1
50948,General practicioner,region_33,brand_2,2021-07,f2f,1
50948,General practicioner,region_33,brand_1,2021-07,f2f,1
50999,General practicioner,region_33,brand_2,2021-07,f2f,1
51464,General practicioner,region_33,brand_2,2021-07,f2f,2
51464,General practicioner,region_33,brand_1,2021-07,f2f,1
51668,Internal medicine / pneumology,region_33,brand_1,2021-07,f2f,1
51668,Internal medicine / pneumology,region_33,brand_1,2021-07,video,1
51888,Internal medicine,region_33,brand_2,2021-07,f2f,1
51888,Internal medicine,region_33,brand_1,2021-07,f2f,1
51919,General practicioner,region_33,brand_2,2021-07,f2f,1
51919,General practicioner,region_33,brand_1,2021-07,f2f,2
51921,General practicioner,region_33,brand_2,2021-07,f2f,1
51986,General practicioner,region_33,brand_2,2021-07,f2f,1
52356,General practicioner,region_33,brand_2,2021-07,f2f,1
52356,General practicioner,region_33,brand_1,2021-07,f2f,1
52456,Internal medicine,region_33,brand_2,2021-07,f2f,2
52456,Internal medicine,region_33,brand_1,2021-07,f2f,2
53481,General practicioner,region_33,brand_2,2021-07,f2f,1
53481,General practicioner,region_33,brand_1,2021-07,f2f,2
53524,General practicioner,region_33,brand_2,2021-07,f2f,1
53524,General practicioner,region_33,brand_1,2021-07,f2f,1
53666,General practicioner,region_33,brand_2,2021-07,f2f,1
53666,General practicioner,region_33,brand_1,2021-07,f2f,1
55002,General practicioner,region_33,brand_2,2021-07,f2f,1
55002,General practicioner,region_33,brand_1,2021-07,f2f,1
76207,General practicioner,region_33,brand_2,2021-07,phone,1
92250,Pediatrician,region_33,brand_2,2021-07,f2f,1
26909,Internal medicine / pneumology,region_34,brand_2,2021-07,f2f,1
26909,Internal medicine / pneumology,region_34,brand_1,2021-07,f2f,1
35330,Internal medicine / pneumology,region_34,brand_2,2021-07,f2f,1
35330,Internal medicine / pneumology,region_34,brand_1,2021-07,f2f,1
35812,Internal medicine / pneumology,region_34,brand_1,2021-07,f2f,1
49147,Internal medicine / pneumology,region_34,brand_2,2021-07,f2f,1
49147,Internal medicine / pneumology,region_34,brand_1,2021-07,f2f,1
79288,Internal medicine / pneumology,region_34,brand_1,2021-07,f2f,1
28133,Internal medicine,region_35,brand_2,2021-07,f2f,1
28133,Internal medicine,region_35,brand_1,2021-07,f2f,1
28351,Internal medicine / pneumology,region_35,brand_1,2021-07,other,2
31397,Internal medicine / pneumology,region_35,brand_2,2021-07,f2f,1
31397,Internal medicine / pneumology,region_35,brand_1,2021-07,f2f,1
45333,General practicioner,region_35,brand_2,2021-07,f2f,1
45333,General practicioner,region_35,brand_1,2021-07,f2f,1
57966,Internal medicine / pneumology,region_35,brand_2,2021-07,f2f,1
57966,Internal medicine / pneumology,region_35,brand_1,2021-07,f2f,1
20830,Internal medicine,region_36,brand_2,2021-07,f2f,1
20830,Internal medicine,region_36,brand_1,2021-07,f2f,1
40657,Internal medicine,region_36,brand_2,2021-07,f2f,1
40657,Internal medicine,region_36,brand_1,2021-07,f2f,1
64906,Internal medicine,region_36,brand_1,2021-07,f2f,1
12717,General practicioner,region_37,brand_2,2021-07,f2f,1
12717,General practicioner,region_37,brand_1,2021-07,f2f,1
54352,General practicioner,region_37,brand_2,2021-07,f2f,1
54352,General practicioner,region_37,brand_1,2021-07,f2f,1
57777,General practicioner,region_37,brand_2,2021-07,f2f,1
57777,General practicioner,region_37,brand_1,2021-07,f2f,1
92041,General practicioner,region_37,brand_2,2021-07,f2f,1
92041,General practicioner,region_37,brand_1,2021-07,f2f,1
43797,Internal medicine / pneumology,region_38,brand_2,2021-07,f2f,1
43797,Internal medicine / pneumology,region_38,brand_1,2021-07,f2f,1
45342,Internal medicine,region_38,brand_2,2021-07,f2f,1
45342,Internal medicine,region_38,brand_1,2021-07,f2f,1
59823,Internal medicine / pneumology,region_38,brand_1,2021-07,phone,1
86528,Pediatrician,region_38,brand_2,2021-07,f2f,1
86530,Pediatrician,region_38,brand_2,2021-07,f2f,1
86532,Pediatrician,region_38,brand_2,2021-07,f2f,1
86532,Pediatrician,region_38,brand_1,2021-07,f2f,1
1385,General practicioner,region_39,brand_2,2021-07,f2f,1
1385,General practicioner,region_39,brand_1,2021-07,f2f,1
3145,Internal medicine,region_39,brand_2,2021-07,f2f,1
3145,Internal medicine,region_39,brand_1,2021-07,f2f,1
16790,Internal medicine,region_39,brand_2,2021-07,f2f,1
16790,Internal medicine,region_39,brand_1,2021-07,f2f,1
17146,Internal medicine / pneumology,region_39,brand_2,2021-07,f2f,1
17146,Internal medicine / pneumology,region_39,brand_1,2021-07,f2f,1
23320,General practicioner,region_39,brand_2,2021-07,f2f,1
23320,General practicioner,region_39,brand_1,2021-07,f2f,1
25899,Internal medicine,region_39,brand_2,2021-07,other,3
25899,Internal medicine,region_39,brand_1,2021-07,other,3
29346,Internal medicine / pneumology,region_39,brand_2,2021-07,f2f,1
29346,Internal medicine / pneumology,region_39,brand_1,2021-07,f2f,1
35889,Internal medicine,region_39,brand_2,2021-07,f2f,1
35889,Internal medicine,region_39,brand_1,2021-07,f2f,1
36038,General practicioner,region_39,brand_2,2021-07,f2f,1
36038,General practicioner,region_39,brand_1,2021-07,f2f,1
44131,General practicioner,region_39,brand_2,2021-07,f2f,1
44131,General practicioner,region_39,brand_1,2021-07,f2f,1
45532,Internal medicine,region_39,brand_1,2021-07,f2f,1
49172,Internal medicine,region_39,brand_2,2021-07,f2f,1
49172,Internal medicine,region_39,brand_1,2021-07,f2f,1
49174,General practicioner,region_39,brand_2,2021-07,f2f,1
49174,General practicioner,region_39,brand_1,2021-07,f2f,1
49585,Internal medicine,region_39,brand_2,2021-07,f2f,1
49585,Internal medicine,region_39,brand_1,2021-07,f2f,1
49920,Internal medicine / pneumology,region_39,brand_2,2021-07,f2f,1
49920,Internal medicine / pneumology,region_39,brand_1,2021-07,f2f,1
50143,Internal medicine,region_39,brand_2,2021-07,f2f,2
50143,Internal medicine,region_39,brand_1,2021-07,f2f,2
50482,Internal medicine,region_39,brand_2,2021-07,f2f,1
50482,Internal medicine,region_39,brand_1,2021-07,f2f,1
70231,General practicioner,region_39,brand_2,2021-07,f2f,1
70231,General practicioner,region_39,brand_1,2021-07,f2f,1
78428,Internal medicine,region_39,brand_2,2021-07,f2f,1
78428,Internal medicine,region_39,brand_1,2021-07,f2f,1
82561,General practicioner,region_39,brand_2,2021-07,f2f,1
82561,General practicioner,region_39,brand_1,2021-07,f2f,1
90380,Internal medicine / pneumology,region_39,brand_2,2021-07,f2f,1
90380,Internal medicine / pneumology,region_39,brand_1,2021-07,f2f,2
91557,Internal medicine,region_39,brand_2,2021-07,f2f,1
91557,Internal medicine,region_39,brand_1,2021-07,f2f,1
92071,General practicioner,region_39,brand_2,2021-07,f2f,1
92071,General practicioner,region_39,brand_1,2021-07,f2f,1
2393,General practicioner,region_40,brand_1,2021-07,f2f,1
18318,Internal medicine / pneumology,region_40,brand_1,2021-07,f2f,1
19702,General practicioner,region_40,brand_2,2021-07,f2f,1
19702,General practicioner,region_40,brand_1,2021-07,f2f,1
20444,Internal medicine,region_40,brand_2,2021-07,f2f,1
20444,Internal medicine,region_40,brand_1,2021-07,f2f,1
27931,General practicioner,region_40,brand_2,2021-07,f2f,1
27931,General practicioner,region_40,brand_1,2021-07,f2f,1
27955,General practicioner,region_40,brand_1,2021-07,f2f,1
31138,General practicioner,region_40,brand_1,2021-07,f2f,1
35484,General practicioner,region_40,brand_1,2021-07,f2f,1
36703,General practicioner,region_40,brand_1,2021-07,f2f,1
43114,Internal medicine / pneumology,region_40,brand_1,2021-07,f2f,1
43299,General practicioner,region_40,brand_1,2021-07,f2f,1
45714,Internal medicine,region_40,brand_1,2021-07,f2f,1
46095,Internal medicine / pneumology,region_40,brand_1,2021-07,f2f,1
48533,General practicioner,region_40,brand_2,2021-07,f2f,1
48533,General practicioner,region_40,brand_1,2021-07,f2f,1
51355,General practicioner,region_40,brand_2,2021-07,f2f,1
51355,General practicioner,region_40,brand_1,2021-07,f2f,1
54716,General practicioner,region_40,brand_1,2021-07,f2f,1
55179,Internal medicine,region_40,brand_2,2021-07,f2f,1
55179,Internal medicine,region_40,brand_1,2021-07,f2f,1
55180,Internal medicine,region_40,brand_2,2021-07,f2f,1
55180,Internal medicine,region_40,brand_1,2021-07,f2f,1
55692,General practicioner,region_40,brand_1,2021-07,f2f,1
56857,Internal medicine,region_40,brand_1,2021-07,f2f,1
57371,General practicioner,region_40,brand_2,2021-07,f2f,1
57371,General practicioner,region_40,brand_1,2021-07,f2f,1
60249,Internal medicine / pneumology,region_40,brand_1,2021-07,f2f,2
63761,General practicioner,region_40,brand_2,2021-07,f2f,1
63761,General practicioner,region_40,brand_1,2021-07,f2f,1
64692,General practicioner,region_40,brand_1,2021-07,f2f,1
66135,General practicioner,region_40,brand_1,2021-07,f2f,1
69200,Internal medicine,region_40,brand_2,2021-07,f2f,1
69200,Internal medicine,region_40,brand_1,2021-07,f2f,1
69453,Internal medicine,region_40,brand_2,2021-07,f2f,1
69453,Internal medicine,region_40,brand_1,2021-07,f2f,1
70618,Internal medicine / pneumology,region_40,brand_1,2021-07,f2f,1
79987,Internal medicine,region_40,brand_2,2021-07,f2f,1
79987,Internal medicine,region_40,brand_1,2021-07,f2f,1
90194,General practicioner,region_40,brand_2,2021-07,f2f,1
90194,General practicioner,region_40,brand_1,2021-07,f2f,1
90591,General practicioner,region_40,brand_2,2021-07,f2f,1
90591,General practicioner,region_40,brand_1,2021-07,f2f,1
92204,General practicioner,region_40,brand_2,2021-07,f2f,1
92204,General practicioner,region_40,brand_1,2021-07,f2f,1
22671,Internal medicine / pneumology,region_41,brand_2,2021-07,f2f,1
22671,Internal medicine / pneumology,region_41,brand_1,2021-07,f2f,1
23786,Internal medicine / pneumology,region_41,brand_1,2021-07,f2f,1
23786,Internal medicine / pneumology,region_41,brand_1,2021-07,phone,1
35778,Internal medicine / pneumology,region_41,brand_2,2021-07,f2f,1
35778,Internal medicine / pneumology,region_41,brand_1,2021-07,f2f,1
36190,Internal medicine / pneumology,region_41,brand_1,2021-07,phone,1
59771,Internal medicine / pneumology,region_41,brand_2,2021-07,phone,1
59771,Internal medicine / pneumology,region_41,brand_1,2021-07,phone,1
5782,General practicioner,region_42,brand_2,2021-07,f2f,1
5782,General practicioner,region_42,brand_1,2021-07,f2f,1
31993,Internal medicine,region_42,brand_1,2021-07,f2f,1
33576,General practicioner,region_42,brand_1,2021-07,f2f,1
39678,General practicioner,region_42,brand_2,2021-07,f2f,1
39678,General practicioner,region_42,brand_1,2021-07,f2f,1
53077,General practicioner,region_42,brand_2,2021-07,f2f,1
63114,General practicioner,region_42,brand_1,2021-07,f2f,1
68591,General practicioner,region_42,brand_2,2021-07,f2f,1
68591,General practicioner,region_42,brand_1,2021-07,f2f,1
70730,Internal medicine,region_42,brand_1,2021-07,f2f,1
74212,General practicioner,region_42,brand_2,2021-07,f2f,1
74212,General practicioner,region_42,brand_1,2021-07,f2f,1
74984,Internal medicine and general practicioner,region_42,brand_1,2021-07,f2f,1
15412,Internal medicine / pneumology,region_43,brand_2,2021-07,f2f,1
15412,Internal medicine / pneumology,region_43,brand_1,2021-07,f2f,2
48728,Internal medicine / pneumology,region_43,brand_2,2021-07,f2f,1
48728,Internal medicine / pneumology,region_43,brand_1,2021-07,f2f,2
58642,Internal medicine / pneumology,region_43,brand_2,2021-07,f2f,1
58642,Internal medicine / pneumology,region_43,brand_1,2021-07,f2f,2
86300,Pediatrician,region_43,brand_2,2021-07,other,1
14139,General practicioner,region_45,brand_2,2021-07,f2f,1
14139,General practicioner,region_45,brand_1,2021-07,f2f,1
22021,Internal medicine,region_45,brand_2,2021-07,f2f,1
22021,Internal medicine,region_45,brand_1,2021-07,f2f,1
27308,Internal medicine,region_45,brand_2,2021-07,f2f,1
27308,Internal medicine,region_45,brand_1,2021-07,f2f,1
34911,Internal medicine / pneumology,region_45,brand_2,2021-07,f2f,1
34911,Internal medicine / pneumology,region_45,brand_1,2021-07,f2f,2
39653,Internal medicine / pneumology,region_45,brand_1,2021-07,f2f,1
